Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10136;NL10138;NL10230;NL10240;NL10241;NL10247;NL10248;NL10404;NL10418;NL10444;NL10449;NL10450;NL10538;NL10636;NL10641;NL10643;NL10644;NL10738;NL10741;NL10742;NL10821;NL10934;NL10937;NL10938
PM2.5;uur;�g/m�;2024-10-01T10:00:00+01:00;2024-10-01T11:00:00+01:00;2.237;3.008;-2.721;-2.301;6.497;5.777;2.863;7.508;;3.817;1.773;3.97;1.326;0.45;-0.68;2.929;2.341;0.999;2.514;;1.079;;;4.687;
PM2.5;uur;�g/m�;2024-10-01T11:00:00+01:00;2024-10-01T12:00:00+01:00;3.932;0.725;3.444;-0.92;6.432;6.585;22.567;5.075;;2.144;1.666;2.712;4.38;0.317;0.681;0.658;2.358;1.78;3.956;;3.434;;;5.234;
PM2.5;uur;�g/m�;2024-10-01T12:00:00+01:00;2024-10-01T13:00:00+01:00;0.285;-2.103;9.543;0.398;6.397;6.985;2.008;;;2.775;2.428;0.788;3.356;-0.675;3.039;4.196;-3.187;0.254;3.307;;2.647;;;4.258;
PM2.5;uur;�g/m�;2024-10-01T13:00:00+01:00;2024-10-01T14:00:00+01:00;-0.171;-0.426;5.825;-1.764;6.759;9.66;1.991;;;5.754;4.818;4.146;7.459;-1.556;1.575;5.883;-0.923;9.141;1.225;;2.342;;;1.869;
PM2.5;uur;�g/m�;2024-10-01T14:00:00+01:00;2024-10-01T15:00:00+01:00;1.228;3.187;2.791;2.075;6.528;6.314;3.672;;;4.85;3.892;3.584;6.921;-0.72;2.514;4.123;4.266;6.111;-1.422;;2.389;;;1.155;
PM2.5;uur;�g/m�;2024-10-01T15:00:00+01:00;2024-10-01T16:00:00+01:00;1.504;1.767;5.778;0.661;4.523;6.285;1.955;10.33;;1.936;4.298;1.606;5.183;4.042;2.375;4.777;9.19;3.508;0.241;;1.989;;;-0.953;
PM2.5;uur;�g/m�;2024-10-01T16:00:00+01:00;2024-10-01T17:00:00+01:00;2.765;2.213;3.135;-3.331;3.322;7.141;-0.435;13;;2.423;3.044;5.493;7.581;2.46;3.595;7.873;7.358;2.106;6.091;;2.226;;;-2.479;
PM2.5;uur;�g/m�;2024-10-01T17:00:00+01:00;2024-10-01T18:00:00+01:00;1.854;2.377;1.84;-3.731;4.777;4.068;-0.159;9.112;;2.158;1.407;5.095;6.008;2.477;4.965;6.909;3.758;5.36;3.754;;4.983;;;-2.632;
PM2.5;uur;�g/m�;2024-10-01T18:00:00+01:00;2024-10-01T19:00:00+01:00;0.272;0.773;1.112;5.466;4.528;4.49;2.138;6.539;;3.086;1.763;6.337;8.597;0.415;4.892;6.907;1.299;3.944;2.932;;3.832;;;-1.686;
PM2.5;uur;�g/m�;2024-10-01T19:00:00+01:00;2024-10-01T20:00:00+01:00;0.554;0.81;1.518;5.372;4.658;6.568;1.432;5.227;;2.478;1.524;3.695;5.954;-0.758;4.94;5.724;5.652;2.73;3.098;;1.18;;;1.371;
PM2.5;uur;�g/m�;2024-10-01T20:00:00+01:00;2024-10-01T21:00:00+01:00;1.353;2.718;3.067;3.204;7.874;5.628;;5.656;;3.591;1.945;-0.018;3.005;1.73;2.533;5.263;5.149;1.762;5.499;;8.808;;;3.077;
PM2.5;uur;�g/m�;2024-10-01T21:00:00+01:00;2024-10-01T22:00:00+01:00;1.035;1.337;5.763;2.96;4.979;8.282;0.318;10.4;;2.13;3.215;1.535;7.937;1.183;1.914;8.611;9.023;0.9;3.768;;6.009;;;15.687;
PM2.5;uur;�g/m�;2024-10-01T22:00:00+01:00;2024-10-01T23:00:00+01:00;0.795;-0.704;5.274;6.849;5.44;8.22;-0.765;10.05;;5.281;2.882;3.434;7.64;0.507;3.228;4.364;8.407;3.373;5.383;;6.365;;;11.268;
PM2.5;uur;�g/m�;2024-10-01T23:00:00+01:00;2024-10-02T00:00:00+01:00;3.023;-1.977;2.502;6.158;7.148;6.071;-0.038;8.222;;4.314;3.434;7.583;6.902;2.667;3.651;6.235;6.957;6.561;6.446;;4.92;;;7.952;
PM2.5;uur;�g/m�;2024-10-02T00:00:00+01:00;2024-10-02T01:00:00+01:00;2.027;-2.67;0.201;5.465;5.606;7.793;1.027;12.52;;7.639;1.253;9.415;11.081;3.695;5.224;6.937;14.786;10.248;2.752;2.687;4.703;2.283;3.683;1.407;5.325
PM2.5;uur;�g/m�;2024-10-02T01:00:00+01:00;2024-10-02T02:00:00+01:00;0.248;-3.216;-1.525;4.218;7.457;9.112;0.846;8.221;;7.956;4.799;8.659;7.853;3.508;4.005;11.66;12.179;6.746;1.399;3.754;4.614;2.747;4.453;;3.395
PM2.5;uur;�g/m�;2024-10-02T02:00:00+01:00;2024-10-02T03:00:00+01:00;1.506;-3.644;-1.822;2.165;5.183;7.522;3.537;7.19;;6.146;8.71;6.974;14.805;2.117;7.484;10.395;10.043;1.714;4.319;-1.791;6.003;0.543;7.485;-0.746;0.795
PM2.5;uur;�g/m�;2024-10-02T03:00:00+01:00;2024-10-02T04:00:00+01:00;7.221;-1.201;-2.029;-0.215;4.046;7.6;6.387;10.18;;6.831;6.005;8.167;8.7;3.769;9.102;12.199;9.827;1.683;5.254;-0.975;4.758;-2.574;5.246;9.102;5.723
PM2.5;uur;�g/m�;2024-10-02T04:00:00+01:00;2024-10-02T05:00:00+01:00;5.505;0.455;-1.581;14.688;11.199;13.62;5.114;9.843;;5.755;7.335;7.243;10.366;2.603;9.092;8.353;12.963;4.111;2.981;1.466;8.524;;4.812;6.644;6.867
PM2.5;uur;�g/m�;2024-10-02T05:00:00+01:00;2024-10-02T06:00:00+01:00;2.845;1.541;-0.366;3.937;12.473;10.895;4.658;10.21;;10.768;7.123;13.149;15.629;1.438;6.063;8.103;10.444;3.897;3.089;6.945;5.548;-1.684;4.969;4.381;
PM2.5;uur;�g/m�;2024-10-02T06:00:00+01:00;2024-10-02T07:00:00+01:00;1.113;1.053;0.542;1.926;13.443;15.325;3.855;9.982;;10.288;3.519;10.003;9.69;1.308;0.868;8.023;5.293;2.984;6;4.662;2.417;0.172;8.101;6.869;16.707
PM2.5;uur;�g/m�;2024-10-02T07:00:00+01:00;2024-10-02T08:00:00+01:00;2.943;2.543;0.551;2.716;15.55;14.482;4.724;17.01;;7.119;;11.924;6;2.672;1.865;6.449;7.957;0.725;4.537;-1.869;1.489;-3.3;9.543;11.287;4.307
PM2.5;uur;�g/m�;2024-10-02T08:00:00+01:00;2024-10-02T09:00:00+01:00;4.481;5.961;3.002;4.877;14.619;7.994;9.298;10.39;;6.079;;6.25;3.133;5.442;3.219;4.964;8.769;-0.765;2.403;-4.267;1.832;-0.221;6.366;8.653;
PM2.5;uur;�g/m�;2024-10-02T09:00:00+01:00;2024-10-02T10:00:00+01:00;1.824;6.223;13.796;11.611;6.521;7.596;10.993;8.066;;3.935;12.169;11.522;10.415;7.218;1.735;4.68;11.532;3.952;5.589;-1.178;3.58;-2.182;4.2;7.891;
PM2.5;uur;�g/m�;2024-10-02T10:00:00+01:00;2024-10-02T11:00:00+01:00;-0.625;9.464;9.994;2.751;5.415;11.14;5.208;6.369;;7.449;20.685;8.683;12.855;8.057;4.593;3.305;9.768;3.157;1.915;1.275;4.073;;3.609;10.944;5.05
PM2.5;uur;�g/m�;2024-10-02T11:00:00+01:00;2024-10-02T12:00:00+01:00;1.441;7.489;10.729;4.87;4.79;6.471;;10.1;;6.827;10.729;7.249;6.915;6.279;3.927;5.636;10.787;6.517;0.675;0.972;12.081;-2.878;3.831;5.059;3.164
PM2.5;uur;�g/m�;2024-10-02T12:00:00+01:00;2024-10-02T13:00:00+01:00;0.101;6.585;8.974;1.94;7.043;4.418;2.565;10.62;;9.425;6.213;7.408;9.014;3.76;6.267;8.375;7.442;7.223;18.255;-0.412;5.737;2.36;5.142;5.289;-0.246
PM2.5;uur;�g/m�;2024-10-02T13:00:00+01:00;2024-10-02T14:00:00+01:00;2.161;6.533;8.798;13.884;8.458;5.607;4.332;9.112;;6.438;4.43;7.731;6.15;3.895;4.982;10.503;7.532;5.197;11.846;4.214;2.185;6.881;4.648;3.928;-1.603
PM2.5;uur;�g/m�;2024-10-02T14:00:00+01:00;2024-10-02T15:00:00+01:00;1.966;4.752;4.757;-1.99;3.974;7.697;5.033;11.08;;4.018;7.917;9.141;6.555;4.01;5.394;5.458;13.688;2.873;6.676;3.198;2.639;12.679;2.744;8.056;-2.142
PM2.5;uur;�g/m�;2024-10-02T15:00:00+01:00;2024-10-02T16:00:00+01:00;2.297;5.474;7.126;10.699;12.424;10.778;1.94;;;5.593;8.616;8.128;7.988;5.162;6.041;9.112;12.346;6.196;6.824;4.817;8.268;6.104;0.753;5.516;-0.503
PM2.5;uur;�g/m�;2024-10-02T16:00:00+01:00;2024-10-02T17:00:00+01:00;4.412;4.414;3.898;3.632;9.876;12.551;-0.687;14.05;;5.226;4.969;5.598;7.794;4.271;2.99;6.862;8.081;7.833;6.62;6.752;9.602;3.782;-0.135;3.539;0.885
PM2.5;uur;�g/m�;2024-10-02T17:00:00+01:00;2024-10-02T18:00:00+01:00;5.212;4.32;3.104;-1.303;12.003;11.62;3.855;16.88;;4.213;-1.009;5.396;7.971;2.96;4.713;4.106;14.854;3.186;8.55;16.315;17.961;2.133;-0.282;8.599;2.412
PM2.5;uur;�g/m�;2024-10-02T18:00:00+01:00;2024-10-02T19:00:00+01:00;4.118;3.117;1.944;3.426;7.682;10.64;10.327;16.97;;4.584;;10.15;6.109;3.839;6.714;2.305;12.689;4.765;4.163;2.814;11.473;0.176;0.771;6.654;1.265
PM2.5;uur;�g/m�;2024-10-02T19:00:00+01:00;2024-10-02T20:00:00+01:00;8.671;7.463;1.427;11.14;9.151;11.16;15.54;15.65;;6.232;;9.112;9.484;6.216;4.606;3.681;10.337;6.275;-3.009;3.002;18.539;3.39;3.688;6.219;1.085
PM2.5;uur;�g/m�;2024-10-02T20:00:00+01:00;2024-10-02T21:00:00+01:00;9.425;5.814;1.478;5.828;12.512;11.13;9.366;9.695;;5.328;-2.37;6.255;4.723;4.445;-0.035;8.046;12.052;3.983;-4.617;2.752;6.463;6.069;2.534;5.751;5.157
PM2.5;uur;�g/m�;2024-10-02T21:00:00+01:00;2024-10-02T22:00:00+01:00;5.285;9.876;4.78;2.911;7.74;11.081;7.624;9.94;;1.829;5.294;4.776;5.388;2.515;3.921;10.729;9.847;3.994;-0.025;3.584;5.855;8.427;2.37;4.06;18.314
PM2.5;uur;�g/m�;2024-10-02T22:00:00+01:00;2024-10-02T23:00:00+01:00;4.545;12.787;7.785;0.007;3.053;7.147;7.191;6.794;;-0.652;5.293;3.639;4.883;6.045;3.892;9.709;9.807;2.433;1.488;2.781;7.683;4.231;2.689;2.832;1.6
PM2.5;uur;�g/m�;2024-10-02T23:00:00+01:00;2024-10-03T00:00:00+01:00;2.872;14.462;7.621;5.645;1.038;4.266;7.092;10.05;;3.469;3.716;6.453;8.808;4.866;-0.504;5.762;8.397;2.678;1.198;2.489;6.387;1.524;1.404;3.998;
PM2.5;uur;�g/m�;2024-10-03T00:00:00+01:00;2024-10-03T01:00:00+01:00;3.694;1.695;4.469;3.511;4.295;6.63;3.914;16.91;;5.876;3.676;3.477;4.493;3.398;-2.049;6.487;10.709;12.14;4.524;3.997;4.076;2.371;1.014;4.09;
PM2.5;uur;�g/m�;2024-10-03T01:00:00+01:00;2024-10-03T02:00:00+01:00;8.193;5.317;2.378;-3.066;3.755;8.542;7.575;11.04;;3.661;2.831;2.923;1;6.282;-1.17;4.247;10.327;5.789;3.65;11.963;6.064;3.125;1.497;2.427;-2.289
PM2.5;uur;�g/m�;2024-10-03T02:00:00+01:00;2024-10-03T03:00:00+01:00;5.48;6.098;4.004;-0.038;6.871;7.55;6.075;7.468;;1.116;1.327;4.952;6.72;3.384;-2.094;6.723;7.615;1.724;2.159;8.945;4.985;4.451;4.578;0.696;5.127
PM2.5;uur;�g/m�;2024-10-03T03:00:00+01:00;2024-10-03T04:00:00+01:00;4.031;1.695;8.759;15.031;5.541;9.709;3.867;9.362;;1.145;0.522;6.303;5.269;1.762;1.907;9.17;6.912;2.724;3.922;5.109;4.506;3.724;3.626;9.788;4.821
PM2.5;uur;�g/m�;2024-10-03T04:00:00+01:00;2024-10-03T05:00:00+01:00;8.129;12.287;9.562;-4.153;4.834;8.33;3.383;7.904;;4.685;4.263;9.788;5.822;3.097;2.087;8.945;7.058;;3.184;-1.604;8.356;-0.085;-0.297;6.504;3.41
PM2.5;uur;�g/m�;2024-10-03T05:00:00+01:00;2024-10-03T06:00:00+01:00;6.751;7.695;7.472;1.315;3.215;9.033;4.873;7.451;;4.901;5.319;6.319;7.515;3.36;0.083;9.004;8.102;;3.188;1.227;6.146;0.452;-1.627;5.36;2.58
PM2.5;uur;�g/m�;2024-10-03T06:00:00+01:00;2024-10-03T07:00:00+01:00;3.607;17.687;9.994;3.434;1.097;11.63;3.564;9.3;;4.153;6.935;10.395;8.479;6.151;0.333;8.583;13.786;2.076;5.134;1.427;2.996;4.1;0.192;6.026;3.299
PM2.5;uur;�g/m�;2024-10-03T07:00:00+01:00;2024-10-03T08:00:00+01:00;3.411;11.277;6.365;5.357;2.808;7.412;4.728;14.41;;7.539;3.769;7.135;6.952;8.299;1.952;11.552;8.867;1.766;3.079;3.08;6.137;2.516;3.686;7.304;3.928
PM2.5;uur;�g/m�;2024-10-03T08:00:00+01:00;2024-10-03T09:00:00+01:00;4.597;9.513;12.649;3.314;2.433;6.326;4.311;9.884;;9.278;0.306;3.877;13.482;5.159;1.854;13.718;11.62;3.377;;-1.152;4.556;0.032;2.192;5.413;-1.484
PM2.5;uur;�g/m�;2024-10-03T09:00:00+01:00;2024-10-03T10:00:00+01:00;4.777;10.797;9.112;10.484;2.249;6.011;3.931;7.379;;9.68;1.657;10.601;7.799;2.786;6.694;;8.818;4.772;;5.564;4.717;1.44;1.761;3.905;
PM2.5;uur;�g/m�;2024-10-03T10:00:00+01:00;2024-10-03T11:00:00+01:00;2.992;7.265;5.797;8.467;3.096;5.311;;8.325;;5.445;2.893;8.994;4.613;1.689;5.357;;7.726;3.344;13.59;4.448;8.163;1.345;1.003;1.759;-3.544
PM2.5;uur;�g/m�;2024-10-03T11:00:00+01:00;2024-10-03T12:00:00+01:00;-1.163;12.914;8.078;9.788;3.14;5.244;3.403;11.72;;1.505;-0.036;7.338;5.323;5.405;3.201;;9.435;2.758;7.316;2.951;6.722;-3.159;-1.039;1.688;-0.667
PM2.5;uur;�g/m�;2024-10-03T12:00:00+01:00;2024-10-03T13:00:00+01:00;1.616;7.961;10.052;2.601;4.061;9.151;4.884;6.748;;2.404;-0.093;5.277;2.264;3.832;5.523;4.229;6.1;5.009;3.454;2.69;6.301;-2.274;-2.026;2.912;-0.721
PM2.5;uur;�g/m�;2024-10-03T13:00:00+01:00;2024-10-03T14:00:00+01:00;3.484;6.586;8.263;12.747;2.912;4.769;2.81;9.58;;3.271;8.024;3.711;4.732;1.388;6.864;6.183;7.037;;-2.283;0.686;3.444;0.56;-1.387;3.2;3.172
PM2.5;uur;�g/m�;2024-10-03T14:00:00+01:00;2024-10-03T15:00:00+01:00;1.328;3.93;7.093;8.837;2.812;5.24;2.382;7.362;;1.89;4.625;7.83;3.802;0.206;0.566;5.575;6.229;;;2.549;1.782;-1.254;-1.794;4.576;2.706
PM2.5;uur;�g/m�;2024-10-03T15:00:00+01:00;2024-10-03T16:00:00+01:00;-1.963;7.154;5.307;7.019;1.441;3.865;1.858;4.982;;1.811;4.067;7.105;2.285;1.529;-2.151;5.871;5.746;;-2.452;0.306;2.984;-1.172;-0.749;5.837;2.532
PM2.5;uur;�g/m�;2024-10-03T16:00:00+01:00;2024-10-03T17:00:00+01:00;-0.197;4.993;3.827;1.767;-0.244;1.783;1.365;7.69;;3.292;1.265;4.154;3.569;1.759;0.591;2.767;5.938;6.924;1.369;8.857;0.543;1.246;-0.323;3.572;1.224
PM2.5;uur;�g/m�;2024-10-03T17:00:00+01:00;2024-10-03T18:00:00+01:00;-0.459;3.13;4.327;;1.842;5.163;1.826;6.742;;3.489;1.06;5.179;7.364;-0.261;-0.324;0.461;8.222;3.433;0.952;6.399;1.161;1.114;-0.648;3.289;-0.974
PM2.5;uur;�g/m�;2024-10-03T18:00:00+01:00;2024-10-03T19:00:00+01:00;2.123;4.423;8.357;;1.706;11.522;6.203;5.047;;2.7;4.35;5.886;9.798;0.169;8.759;5.393;11.689;5.338;2.935;6.712;3.131;-0.374;1.837;5.128;4.432
PM2.5;uur;�g/m�;2024-10-03T19:00:00+01:00;2024-10-03T20:00:00+01:00;1.413;5.681;4.964;6.881;3.326;8.759;8.257;9.013;;0.904;2.753;4.223;6.186;-0.049;6.112;6.073;8.205;4.537;3.858;7.033;5.231;1.156;0.93;6.126;7.97
PM2.5;uur;�g/m�;2024-10-03T20:00:00+01:00;2024-10-03T21:00:00+01:00;2.341;4.444;4.638;4.786;6.585;7.377;8.566;12.09;;4.027;0.668;5.085;4.128;-1.914;3.09;7.301;7.106;3.78;6.3;12.914;4.038;1.631;-0.755;6.812;9.905
PM2.5;uur;�g/m�;2024-10-03T21:00:00+01:00;2024-10-03T22:00:00+01:00;2.65;3.726;8.61;5.662;4.055;7.117;8.013;11.22;;6.519;1.201;4.581;4.042;1.028;4.459;5.006;12.718;3.544;6.343;7.455;6.244;2.04;0.007;10.876;8.36
PM2.5;uur;�g/m�;2024-10-03T22:00:00+01:00;2024-10-03T23:00:00+01:00;0.036;10.033;8.6;9.66;2.286;6.691;8.522;12.53;;4.56;0.876;6.151;7.871;2.054;3.761;7.136;7.66;2.934;7.768;2.524;7.408;2.433;-0.76;6.699;5.899
PM2.5;uur;�g/m�;2024-10-03T23:00:00+01:00;2024-10-04T00:00:00+01:00;1.139;4.963;11.179;8.102;2.483;8.627;;10.36;;2.355;2.706;4.54;4.822;1.294;2.493;5.308;12.042;4.105;11.17;4.984;10.866;2.867;-2.05;4.011;2.073
PM2.5;uur;�g/m�;2024-10-04T00:00:00+01:00;2024-10-04T01:00:00+01:00;2.26;9.513;8.176;5.855;2.309;8.759;4.43;14.3;;5.903;4.043;4.976;5.005;2.418;3.887;6.388;14.296;6.431;10.572;4.648;6.669;3.451;1.13;4.2;
PM2.5;uur;�g/m�;2024-10-04T01:00:00+01:00;2024-10-04T02:00:00+01:00;4.545;9.494;5.062;5.459;6.584;10.621;5.635;12.22;;7.928;2.147;7.818;2.936;1.794;2.085;5.57;8.458;6.44;6.087;9.18;5.332;1.619;2.242;5.644;-3.482
PM2.5;uur;�g/m�;2024-10-04T02:00:00+01:00;2024-10-04T03:00:00+01:00;4.145;4.715;6.299;7.27;6.163;8.258;7.125;12.7;;5.126;3.845;8.338;9.063;2.568;-0.267;12.845;10.689;6.546;5.216;7.913;4.102;0.9;2.327;4.318;2.399
PM2.5;uur;�g/m�;2024-10-04T03:00:00+01:00;2024-10-04T04:00:00+01:00;7.534;11.277;7.674;3.825;7.559;6.775;5.744;13.62;;5.318;3.11;8.132;7.408;-0.469;5.288;6.938;8.432;4.595;6.81;3.677;5.23;9.053;0.018;3.75;3.611
PM2.5;uur;�g/m�;2024-10-04T04:00:00+01:00;2024-10-04T05:00:00+01:00;8.235;6.599;7.888;5.497;4.562;8.351;7.61;13.92;;4.54;1.522;6.894;5.815;14.374;4.135;4.784;9.425;3.665;6.237;2.235;6.407;6.446;-0.784;4.232;1.666
PM2.5;uur;�g/m�;2024-10-04T05:00:00+01:00;2024-10-04T06:00:00+01:00;4.606;6.252;9.749;7.204;3.952;8.161;6.529;8.865;;6.144;0.637;14.688;6.593;1.374;2.239;12.591;9.798;3.636;7.253;3.789;6.732;10.415;2.338;4.681;10.542
PM2.5;uur;�g/m�;2024-10-04T06:00:00+01:00;2024-10-04T07:00:00+01:00;3.792;10.787;9.053;4.544;5.268;12.914;8.278;10.36;;6.763;2.838;10.552;8.617;-0.959;4.707;7.865;10.621;5.075;8.482;9.357;11.522;5.769;1.069;8.25;7.896
PM2.5;uur;�g/m�;2024-10-04T07:00:00+01:00;2024-10-04T08:00:00+01:00;3.591;13.806;10.082;5.211;14.678;11.483;12.473;13.53;;6.722;6.433;10.64;8.837;14.423;7.02;12.189;13.923;8.955;14.286;7.653;7.996;6.549;0.433;9.406;1.685
PM2.5;uur;�g/m�;2024-10-04T08:00:00+01:00;2024-10-04T09:00:00+01:00;2.5;3.394;13.943;9.347;7.472;9.014;9.023;8.85;;8.686;5.883;12.022;5.955;5.377;8.029;8.227;0.798;13.169;11.973;5.484;4.949;5.912;1.653;10.16;0.591
PM2.5;uur;�g/m�;2024-10-04T09:00:00+01:00;2024-10-04T10:00:00+01:00;4.772;15.374;12.855;7.593;9.406;9.631;9.259;10.96;;9.886;11.405;9.033;6.511;3.067;4.012;12.257;7.25;11.807;8.769;4.364;5.545;1.913;1.538;5.852;-0.472
PM2.5;uur;�g/m�;2024-10-04T10:00:00+01:00;2024-10-04T11:00:00+01:00;4.583;8.278;10.758;17.353;6.136;6.395;7.34;10.03;;5.932;8.147;5.525;13.041;0.903;0.046;8.699;8.619;8.681;6.961;2.935;5.944;-0.572;0.566;2.109;1.377
PM2.5;uur;�g/m�;2024-10-04T11:00:00+01:00;2024-10-04T12:00:00+01:00;1.514;11.914;9.651;3.091;6.869;5.545;5.987;10.28;;2.592;4.708;4.288;7.529;0.813;5.379;9.582;6.403;9.719;9.474;0.921;3.319;-2.237;0.168;1.529;2.248
PM2.5;uur;�g/m�;2024-10-04T12:00:00+01:00;2024-10-04T13:00:00+01:00;-2.341;5.858;13.874;4.352;3.694;3.954;;7.274;1.332;3.667;4.353;4.455;7.759;2.59;5.05;8.71;5.081;6.663;6.569;1.359;0.629;-1.3;-1.348;2.801;0.534
PM2.5;uur;�g/m�;2024-10-04T13:00:00+01:00;2024-10-04T14:00:00+01:00;-1.861;5.391;10.915;4.79;0.133;6.255;3.526;4.594;0.897;2.847;3.44;3.354;6.832;3.831;3.526;5.234;6.853;14.11;2.357;7.129;0.998;1.765;-1.995;3.583;-1.415
PM2.5;uur;�g/m�;2024-10-04T14:00:00+01:00;2024-10-04T15:00:00+01:00;-0.638;6.436;6.964;3.14;-0.06;5.94;2.984;3.46;1.993;3.711;1.333;4.636;8.867;4.984;0.631;4.658;5.254;11.415;-1.472;4.367;1.027;2.984;0.962;2.948;0.74
PM2.5;uur;�g/m�;2024-10-04T15:00:00+01:00;2024-10-04T16:00:00+01:00;1.214;6.044;3.666;7.235;0.433;6.769;5.151;7.771;0.066;5.506;5.38;4.566;5.5;2.637;-1.578;7.79;6.649;9.455;-0.379;4.281;1.081;0.137;0.955;3.596;1.696
PM2.5;uur;�g/m�;2024-10-04T16:00:00+01:00;2024-10-04T17:00:00+01:00;2.065;5.509;5.705;1.922;1.72;6.133;2.961;5.874;-0.999;5.209;4.557;2.306;4.467;0.217;0.569;6.271;6.716;7.561;0.416;2.912;2.278;0.219;0.243;3.828;3.487
PM2.5;uur;�g/m�;2024-10-04T17:00:00+01:00;2024-10-04T18:00:00+01:00;1.929;5.662;4.953;-2.829;3.516;4.713;1.38;4.772;0.131;5.362;0.689;5.143;8.798;3.044;1.073;4.345;9.327;1.925;2.824;1.332;6.702;7.068;-0.962;2.134;1.836
PM2.5;uur;�g/m�;2024-10-04T18:00:00+01:00;2024-10-04T19:00:00+01:00;3.873;8.818;4.408;2.648;2.306;8.592;8.297;6.767;3.344;5.296;-1.086;7.169;8.164;2.763;0.138;5.559;7.14;-0.492;6.776;3.188;5.919;6.264;0.812;3.25;0.331
PM2.5;uur;�g/m�;2024-10-04T19:00:00+01:00;2024-10-04T20:00:00+01:00;5.324;8.635;6.659;5.797;3.786;11.709;13.541;10.07;6.944;11.052;4.906;10.925;9.798;3.52;7.476;8.282;12.042;0.18;7.602;10.484;9.249;2.747;1.404;4.506;4.899
PM2.5;uur;�g/m�;2024-10-04T20:00:00+01:00;2024-10-04T21:00:00+01:00;7.273;13.835;8.509;3.227;3.989;12.934;12.061;9.902;8.379;8.7;4.838;11.268;9.847;4.645;13.443;11.797;12.591;12.218;6.45;8.111;10.16;1.887;1.604;8.261;8.32
PM2.5;uur;�g/m�;2024-10-04T21:00:00+01:00;2024-10-04T22:00:00+01:00;7.459;27.457;9.66;6.444;6.674;11.434;14.57;11.92;10.043;16.638;8.693;15.805;18.941;5.867;9.611;15.638;13.972;8.149;11.552;13.727;13.992;1.341;2.726;17.197;5.746
