Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10136;NL10138;NL10230;NL10240;NL10241;NL10247;NL10248;NL10404;NL10418;NL10444;NL10449;NL10450;NL10538;NL10636;NL10641;NL10643;NL10644;NL10738;NL10741;NL10742;NL10821;NL10934;NL10937;NL10938
PM2.5;uur;�g/m�;2024-01-08T11:00:00+01:00;2024-01-08T12:00:00+01:00;12.894;;10.883;15.619;5.781;8.362;13.12;17.91;6.403;11.836;5.924;9.558;7.655;4.366;15.344;10.582;16.922;8.827;11.836;9.847;8.865;;8.661;4.813;4.929
PM2.5;uur;�g/m�;2024-01-08T12:00:00+01:00;2024-01-08T13:00:00+01:00;12.159;;6.742;15.129;11.101;13.443;16.011;19.56;5.69;7.333;7.727;10.974;;9.729;10.327;10.934;11.679;13.13;12.189;11.072;10.314;;9.445;3.445;8.225
PM2.5;uur;�g/m�;2024-01-08T13:00:00+01:00;2024-01-08T14:00:00+01:00;17.687;;3.381;13.884;7.115;9.611;12.444;12.63;11.826;8.127;5.798;11.395;5.599;8.281;10.411;9.856;12.738;3.99;8.954;10.337;10.242;6.043;8.054;5.698;5.565
PM2.5;uur;�g/m�;2024-01-08T14:00:00+01:00;2024-01-08T15:00:00+01:00;32.21;;2.218;10.346;5.785;11.503;11.513;13.27;10.305;8.764;11.973;9.416;6.66;7.346;9.128;15.472;6.661;9.896;7.074;7.601;10.811;5.045;7.572;6.133;6.399
PM2.5;uur;�g/m�;2024-01-08T15:00:00+01:00;2024-01-08T16:00:00+01:00;9.947;;4.066;12.228;7.3;8.222;15.403;15.27;8.456;8.892;9.382;13.992;6.474;8.473;9.23;13.688;7.242;6.505;11.072;6.956;8.843;5.602;8.597;5.027;8.078
PM2.5;uur;�g/m�;2024-01-08T16:00:00+01:00;2024-01-08T17:00:00+01:00;6.011;16.285;8.815;12.992;5.041;6.618;14.805;14.02;8.655;8.449;8.654;11.483;6.78;5.42;7.592;17.05;12.493;4.282;11.14;11.219;8.354;5.883;8.502;4.945;7.99
PM2.5;uur;�g/m�;2024-01-08T17:00:00+01:00;2024-01-08T18:00:00+01:00;7.424;10.597;7.979;16.334;8.549;10.072;11.444;16.54;7.614;10.407;9.535;7.374;12.365;5.774;10.796;13.58;13.865;7.279;9.369;12.071;8.175;7.994;7.016;7.075;8.214
PM2.5;uur;�g/m�;2024-01-08T18:00:00+01:00;2024-01-08T19:00:00+01:00;15.168;9.099;4.938;10.621;10.247;9.553;14.531;12.86;6.678;;9.357;6.441;14.276;2.797;14.335;17.216;12.836;7.7;12.718;8.769;8.819;6.773;10.954;8.48;9.079
PM2.5;uur;�g/m�;2024-01-08T19:00:00+01:00;2024-01-08T20:00:00+01:00;10.92;7.566;11.17;10.934;10.249;6.684;13.492;15.81;8.648;10.876;11.444;11.081;6.513;16.462;13.874;15.736;16.197;8.132;11.091;12.865;13.943;7.931;10.689;13.482;8.728
PM2.5;uur;�g/m�;2024-01-08T20:00:00+01:00;2024-01-08T21:00:00+01:00;9.925;12.512;11.493;10.484;9.285;10.846;17.383;12.13;10.373;10.675;8.083;7.132;4.673;3.466;10.082;14.159;8.059;8.259;9.634;11.111;11.924;7.667;9.366;11.611;7.7
PM2.5;uur;�g/m�;2024-01-08T21:00:00+01:00;2024-01-08T22:00:00+01:00;8.774;10.305;7.66;10.993;8.782;10.013;14.413;16.63;9.586;12.355;7.302;13.482;10.454;4.89;11.14;15.452;10.895;9.807;10.096;9.954;8.499;7.035;7.883;9.434;10.501
PM2.5;uur;�g/m�;2024-01-08T22:00:00+01:00;2024-01-08T23:00:00+01:00;9.825;7.704;8.725;13.433;8.508;11.581;11.219;16.22;6.019;12.983;8.883;10.666;11.787;6.706;12.502;14.384;11.856;7.945;11.091;8.955;8.652;8.578;7.587;6.147;8.435
PM2.5;uur;�g/m�;2024-01-08T23:00:00+01:00;2024-01-09T00:00:00+01:00;24.762;19.47;11.679;15.756;8.544;10.915;11.209;14.2;10.939;12.404;9.673;9.037;10.503;8.547;9.674;14.845;10.229;7.7;8.462;13.816;7.807;5.83;11.228;4.871;9.174
PM2.5;uur;�g/m�;2024-01-09T00:00:00+01:00;2024-01-09T01:00:00+01:00;5.24;14.139;10.932;16.011;6.621;9.827;16.638;18.68;7.481;11.493;11.072;11.346;20.127;10.846;11.415;8.837;9.69;9.102;8.198;17.334;8.902;4.385;9.611;6.52;10.359
PM2.5;uur;�g/m�;2024-01-09T01:00:00+01:00;2024-01-09T02:00:00+01:00;9.773;12.091;11.846;19.137;8.045;9.298;14.894;16.03;12.238;10.368;9.253;9.256;8.428;6.072;9.399;10.895;6.323;3.825;9.797;1.858;10.462;4.308;10.337;5.16;6.634
PM2.5;uur;�g/m�;2024-01-09T02:00:00+01:00;2024-01-09T03:00:00+01:00;8.483;10.642;10.04;14.061;7.055;10.621;14.168;11.85;7.518;8.383;12.767;15.619;6.929;5.396;9.814;9.455;9.366;1.289;11.17;11.699;10.522;5.452;6.651;5.885;9.677
PM2.5;uur;�g/m�;2024-01-09T03:00:00+01:00;2024-01-09T04:00:00+01:00;9.656;9.95;8.409;13.247;8.368;11.709;14.423;12.01;9.254;8.518;9.74;9.352;7.237;8.837;8.004;10.376;12.169;;8.596;9.749;8.628;;3.765;5.561;7.026
PM2.5;uur;�g/m�;2024-01-09T04:00:00+01:00;2024-01-09T05:00:00+01:00;11.062;11.591;15.815;8.564;8.289;9.229;16.501;14.54;8.912;9.135;10.472;8.606;8.485;16.55;8.801;10.934;17.324;;6.849;11.111;10.115;;6.742;5.213;5.06
PM2.5;uur;�g/m�;2024-01-09T05:00:00+01:00;2024-01-09T06:00:00+01:00;15.286;11.542;9.814;9.837;9.548;7.299;17.285;15.79;8.932;8.277;8.245;9.92;6.463;3.999;8.053;13.953;6.874;5.946;8.87;10.964;11.013;;9.651;4.321;5.758
PM2.5;uur;�g/m�;2024-01-09T06:00:00+01:00;2024-01-09T07:00:00+01:00;12.669;9.748;9.22;11.895;9.671;8.398;13.659;17.25;10.065;6.83;6.228;9.961;10.758;3.454;10.946;14.766;10.954;11.983;12.12;7.673;9.3;5.434;10.787;5.657;11.836
PM2.5;uur;�g/m�;2024-01-09T07:00:00+01:00;2024-01-09T08:00:00+01:00;13.169;10.343;10.163;13.032;11.023;10.229;17.148;16.69;9.124;6.263;4.748;11.65;7.138;10.288;10.131;15.962;11.385;4.764;12.12;11.297;11.581;4.962;8.44;6.62;8.882
PM2.5;uur;�g/m�;2024-01-09T08:00:00+01:00;2024-01-09T09:00:00+01:00;17.775;14.952;10.493;12.287;6.572;11.042;11.101;20.11;7.403;10.64;8.39;10.801;7.053;7.567;8.694;18.196;9.17;7.642;8.573;12.659;10.945;7.083;8.176;4.717;5.644
PM2.5;uur;�g/m�;2024-01-09T09:00:00+01:00;2024-01-09T10:00:00+01:00;8.581;10.222;9.101;12.483;5.225;12.228;15.482;17.13;6.952;11.346;8.186;9.902;6.21;7.229;12.15;9.562;10.964;8.092;11.356;11.434;9.668;;12.395;7.84;4.545
PM2.5;uur;�g/m�;2024-01-09T10:00:00+01:00;2024-01-09T11:00:00+01:00;11.591;17.353;8.619;17.51;9.682;9.817;11.62;16.25;8.301;13.718;5.51;9.892;14.129;6.388;10.117;11.669;12.238;6.985;11.072;13.698;15.08;;9.719;9.219;5.932
PM2.5;uur;�g/m�;2024-01-09T11:00:00+01:00;2024-01-09T12:00:00+01:00;22.988;13.159;7.807;15.962;12.228;10.17;15.452;16.63;8.395;10.877;6.616;12.728;11.003;6.486;10.031;10.356;10.19;12.061;8.198;11.287;9.373;7.999;10.768;8.828;4.793
PM2.5;uur;�g/m�;2024-01-09T12:00:00+01:00;2024-01-09T13:00:00+01:00;14.58;10.016;13.972;20.568;11.973;13.228;20.597;23.38;6.853;8.675;6.051;12.63;7.059;8.461;11.307;11.101;7.821;3.444;11.464;12.973;10.897;5.501;8.694;7.049;7.338
PM2.5;uur;�g/m�;2024-01-09T13:00:00+01:00;2024-01-09T14:00:00+01:00;12.973;14.756;12.022;19.999;10.042;10.758;17.971;14.53;6.188;10.623;5.864;9.507;10.062;;9.166;11.101;5.38;8.132;10.799;13.855;9.951;5.808;8.025;5.535;18.627
PM2.5;uur;�g/m�;2024-01-09T14:00:00+01:00;2024-01-09T15:00:00+01:00;9.809;13.61;8.166;13.365;8.613;8.857;16.442;15.42;4.533;13.855;8.131;10.001;8.387;9.308;5.216;12.502;11.767;4.344;8.503;17.344;12.855;5.102;5.297;6.934;7.253
PM2.5;uur;�g/m�;2024-01-09T15:00:00+01:00;2024-01-09T16:00:00+01:00;8.199;15.776;13.678;19.049;14.423;10.444;12.904;14.49;4.808;9.907;6.931;9.124;6.569;5.317;7.891;13.159;11.111;4.99;5.796;11.954;8.953;4.021;16.511;6.715;5.088
PM2.5;uur;�g/m�;2024-01-09T16:00:00+01:00;2024-01-09T17:00:00+01:00;14.384;18.667;11.326;21.665;9.441;9.994;9.472;18.21;4.199;9.523;7.163;11.963;7.926;5.013;10.045;8.438;6.632;5.775;15.874;10.797;9.762;3.529;6.564;7.42;4.494
PM2.5;uur;�g/m�;2024-01-09T17:00:00+01:00;2024-01-09T18:00:00+01:00;11.454;15.207;11.268;18.343;5.678;9.611;14.168;13.39;6.068;10.123;10.183;11.787;7.144;3.923;10.191;11.101;13.6;5.069;14.257;12.277;11.346;6.16;10.552;6.855;7.322
PM2.5;uur;�g/m�;2024-01-09T18:00:00+01:00;2024-01-09T19:00:00+01:00;14.384;15.364;11.258;15.776;9.977;11.905;17.853;13.16;8.065;10.341;8.024;11.552;7.507;3.243;9.408;10.395;10.395;14.306;13.032;6.807;16.168;4.921;9.494;6.398;9.386
PM2.5;uur;�g/m�;2024-01-09T19:00:00+01:00;2024-01-09T20:00:00+01:00;11.366;11.464;14.845;22.234;8.554;11.287;21.322;14.54;9.349;9.037;12.453;10.817;8.578;2.198;10.168;12.659;9.249;4.941;8.734;12.826;13.972;7.134;15.276;4.892;9.198
PM2.5;uur;�g/m�;2024-01-09T20:00:00+01:00;2024-01-09T21:00:00+01:00;12.297;11.277;12.934;13.139;10.803;12.591;17.451;18.07;6.967;7.993;9.963;9.014;6.149;-1.346;10.609;10.503;12.257;5.546;10.4;11.042;9.558;7.37;18.108;10.117;12.228
PM2.5;uur;�g/m�;2024-01-09T21:00:00+01:00;2024-01-09T22:00:00+01:00;13.463;9.098;13.61;22.4;9.72;12.267;18.431;15.99;6.094;8.793;7.635;10.788;6.664;-1.553;9.933;10.983;11.581;4.706;11.013;15.668;8.732;;20.078;13.169;14.668
PM2.5;uur;�g/m�;2024-01-09T22:00:00+01:00;2024-01-09T23:00:00+01:00;15.629;21.616;19.676;13.639;7.854;14.178;18;18.01;8.723;8.282;7.521;8.533;4.754;1.266;9.433;9.837;12.571;3.845;8.673;5.463;9.721;;18.284;18.49;16.256
PM2.5;uur;�g/m�;2024-01-09T23:00:00+01:00;2024-01-10T00:00:00+01:00;9.975;16.011;15.129;27.242;9.848;9.974;19.49;16.77;7.393;6.694;8.329;9.378;4.21;-1.199;8.35;14.012;10.621;3.711;12.042;17.53;10.842;;14.002;17.559;18.177
PM2.5;uur;�g/m�;2024-01-10T00:00:00+01:00;2024-01-10T01:00:00+01:00;15.276;20.244;11.709;33.749;10.974;12.012;20.734;16.92;4.682;8.124;8.262;14.325;11.865;10.395;7.42;16.432;11.042;8.347;12.434;12.63;7.683;;18.98;18.618;14.345
PM2.5;uur;�g/m�;2024-01-10T01:00:00+01:00;2024-01-10T02:00:00+01:00;13.698;14.786;14.805;18.039;10.759;11.052;18.5;15.98;11.601;7.029;8.231;13.365;11.954;7.962;12.463;10.954;13.149;6.191;13.522;7.454;9.775;;27.193;22.675;21.989
PM2.5;uur;�g/m�;2024-01-10T02:00:00+01:00;2024-01-10T03:00:00+01:00;13.796;16.364;15.727;12.728;8.594;10.18;23.175;22.44;8.839;11.865;9.447;8.77;8.39;6.854;11.121;16.256;14.247;11.424;12.698;14.619;14.688;;25.889;18.147;24.87
PM2.5;uur;�g/m�;2024-01-10T03:00:00+01:00;2024-01-10T04:00:00+01:00;16.207;15.472;12.022;14.129;9.463;11.189;18.706;18.65;8.713;10.323;17.54;12.493;11.405;13.002;11.934;16.648;14.266;10.738;12.992;9.386;10.284;8.902;25.625;21.43;29.172
PM2.5;uur;�g/m�;2024-01-10T04:00:00+01:00;2024-01-10T05:00:00+01:00;16.462;12.199;15.011;11.454;7.64;10.131;18.422;15;9.244;8.037;14.502;9.109;9.17;7.581;14.433;19.509;14.1;12.414;10.371;17.461;13.443;;25.056;23.106;31.465
PM2.5;uur;�g/m�;2024-01-10T05:00:00+01:00;2024-01-10T06:00:00+01:00;17.148;25.242;14.56;16.452;8.989;9.66;19.441;21.73;11.081;15.07;14.609;14.021;16.177;10.807;11.15;17.922;13.394;6.75;10.028;9.259;11.875;;18.676;24.341;26.35
PM2.5;uur;�g/m�;2024-01-10T06:00:00+01:00;2024-01-10T07:00:00+01:00;14.149;10.983;18.245;13.835;12.747;11.356;14.345;17.99;15.785;11.542;13.228;13.571;10.15;10.101;12.943;19.921;12.836;18.226;11.689;12.444;12.62;;22.783;21.097;31.152
PM2.5;uur;�g/m�;2024-01-10T07:00:00+01:00;2024-01-10T08:00:00+01:00;15.923;8.373;14.923;12.15;11.826;14.198;19.451;19.26;12.385;11.875;12.522;14.766;14.315;11.846;14.854;14.786;17.03;8.582;13.443;13.796;13.914;;20.597;21.871;25.399
PM2.5;uur;�g/m�;2024-01-10T08:00:00+01:00;2024-01-10T09:00:00+01:00;11.718;22.959;13.727;17.01;10.135;15.403;21.136;21.31;13.453;16.54;11.983;19.549;17.814;9.837;12.718;15.246;20.176;9.994;18.549;11.856;14.796;;20.646;20.068;26.977
PM2.5;uur;�g/m�;2024-01-10T09:00:00+01:00;2024-01-10T10:00:00+01:00;11.111;20.421;17.304;24.831;12.404;9.308;19.843;22;13.482;12.365;11.875;18.52;18.304;7.25;14.237;18.088;16.217;14.707;17.246;18.147;21.117;18.706;21.43;18.177;20.774
PM2.5;uur;�g/m�;2024-01-10T10:00:00+01:00;2024-01-10T11:00:00+01:00;20.578;20.019;22.077;18.108;15.011;12.473;23.037;25.91;14.58;12.885;10.281;15.158;14.443;19.068;14.747;16.217;18.539;15.305;15.276;16.324;20.362;16.442;16.177;19.206;20.029
PM2.5;uur;�g/m�;2024-01-10T11:00:00+01:00;2024-01-10T12:00:00+01:00;25.713;23.625;23.763;26.85;18.196;17.187;27.751;28.03;12.483;17.579;5.011;21.332;13.982;13.267;18.745;17.275;17.157;14.57;15.325;18.275;22.92;13.884;18.098;12.101;15.344
PM2.5;uur;�g/m�;2024-01-10T12:00:00+01:00;2024-01-10T13:00:00+01:00;24.782;18.51;22.881;17.902;17.187;18.598;26.232;27.07;11.375;17.451;16.03;15.276;8.484;14.364;14.756;13.022;15.07;18.03;17.04;24.939;21.548;15.531;13.433;;12.042
PM2.5;uur;�g/m�;2024-01-10T13:00:00+01:00;2024-01-10T14:00:00+01:00;23.263;19.715;22.792;23.42;16.246;15.942;32.004;31.67;14.609;17.804;21.175;17.824;14.335;6.389;29.819;14.021;11.816;15.011;17.863;23.988;18.765;;10.484;;10.351
PM2.5;uur;�g/m�;2024-01-10T14:00:00+01:00;2024-01-10T15:00:00+01:00;22.106;20.019;25.948;22.489;16.05;22.567;30.711;37.33;12.904;20.205;33.2;19.715;16.952;7.132;19.186;20.891;15.756;18.725;15.511;24.801;20.274;;13.149;;13.375
PM2.5;uur;�g/m�;2024-01-10T15:00:00+01:00;2024-01-10T16:00:00+01:00;21.224;22.694;22.998;29.427;18.343;21.068;31.544;30.29;16.824;12.248;32.965;17.843;17.265;7.285;15.825;15.54;19.5;11.924;17.246;22.097;22.665;;11.562;;14.698
PM2.5;uur;�g/m�;2024-01-10T16:00:00+01:00;2024-01-10T17:00:00+01:00;22.165;21.754;22.322;32.151;17.295;24.449;30.338;29.15;18.441;13.355;21.087;18.48;19.382;8.085;21.224;24.625;15.139;15.256;14.972;26.83;18.853;18.382;14.159;;15.521
PM2.5;uur;�g/m�;2024-01-10T17:00:00+01:00;2024-01-10T18:00:00+01:00;23.929;20.215;23.861;23.224;18.118;23.38;30.201;30.63;14.854;13.041;16.491;15.785;17.393;12.551;19.108;22.714;14.805;22.038;28.496;28.114;18.608;15.736;7.509;;15.932
PM2.5;uur;�g/m�;2024-01-10T18:00:00+01:00;2024-01-10T19:00:00+01:00;21.332;31.348;22.312;37.443;23.155;24.302;35.307;29.75;11.934;21.058;8.676;22.861;14.247;10.16;17.01;21.195;18.676;21.028;20.568;26.889;20.029;17.922;12.228;;14.217
PM2.5;uur;�g/m�;2024-01-10T19:00:00+01:00;2024-01-10T20:00:00+01:00;22.988;31.593;28.084;47.204;24.87;20.48;37.571;28.43;16.707;18.716;13.316;18.049;17.148;15.188;21.871;25.272;16.295;14.678;25.272;23.351;22.469;17.344;16.285;;17.412
PM2.5;uur;�g/m�;2024-01-10T20:00:00+01:00;2024-01-10T21:00:00+01:00;28.525;30.358;31.024;30.711;21.714;29.839;37.963;33.59;20.646;17.971;10.195;23.723;18.235;14.119;22.675;25.262;22.018;16.873;22.351;25.184;27.849;27.379;11.287;;21.509
PM2.5;uur;�g/m�;2024-01-10T21:00:00+01:00;2024-01-10T22:00:00+01:00;29.055;28.545;35.581;32.024;23.488;25.066;32.475;36.6;13.453;18.206;10.297;19.029;15.717;15.207;26.516;17.628;23.635;18.578;50.34;29.064;25.674;27.673;16.952;;18.206
PM2.5;uur;�g/m�;2024-01-10T22:00:00+01:00;2024-01-10T23:00:00+01:00;30.966;33.808;32.945;30.495;25.958;27.104;37.277;37.86;12.169;17.54;8.274;26.644;19.117;16.795;26.987;25.791;22.146;20.921;26.399;21.871;23.714;23.772;18.843;;25.115
PM2.5;uur;�g/m�;2024-01-10T23:00:00+01:00;2024-01-11T00:00:00+01:00;36.199;35.15;29.946;31.181;28.672;25.291;34.16;35.01;14.639;18.461;11.032;20.558;15.678;24.164;18.284;26.624;22.214;14.678;29.045;30.593;27.173;27.095;18.059;;24.488
PM2.5;uur;�g/m�;2024-01-11T00:00:00+01:00;2024-01-11T01:00:00+01:00;33.798;38.649;33.092;37.081;30.064;26.889;43.794;34.23;15.883;21.724;8.075;25.772;18.373;27.82;18.52;26.938;27.065;18.833;23.322;27.271;32.906;24.625;23.988;;28.222
PM2.5;uur;�g/m�;2024-01-11T01:00:00+01:00;2024-01-11T02:00:00+01:00;37.796;32.906;34.18;37.806;26.722;24.762;41.853;36.78;15.932;21.362;17.285;19.764;19.784;24.978;18.637;27.438;23.557;15.099;29.241;31.622;30.221;25.928;23.38;;27.643
PM2.5;uur;�g/m�;2024-01-11T02:00:00+01:00;2024-01-11T03:00:00+01:00;33.964;40.383;28.584;33.563;28.839;22.979;46.714;40.49;15.619;22.577;18.725;22.988;20.391;24.4;21.254;26.487;23.194;18.931;29.26;34.405;23.684;21.881;25.409;;28.261
PM2.5;uur;�g/m�;2024-01-11T03:00:00+01:00;2024-01-11T04:00:00+01:00;37.12;30.407;26.536;35.523;23.919;25.478;36.934;36.68;22.4;23.831;16.344;24.792;20.382;21.861;22.43;30.456;24.037;20.607;23.224;21.999;27.869;20.793;29.956;;29.466
PM2.5;uur;�g/m�;2024-01-11T04:00:00+01:00;2024-01-11T05:00:00+01:00;39.1;36.503;32.367;29.437;34.474;27.036;40.129;39.55;21.117;23.557;21.695;24.331;22.351;17.853;28.976;32.328;28.222;26.399;24.468;31.799;24.174;23.763;27.457;;24.605
PM2.5;uur;�g/m�;2024-01-11T05:00:00+01:00;2024-01-11T06:00:00+01:00;34.376;37.63;32.867;32.357;65.138;25.693;44.539;36.97;23.4;21.881;18.196;27.741;27.496;22.616;31.534;33.455;31.162;25.772;33.798;26.908;25.291;19.941;26.997;;31.171
PM2.5;uur;�g/m�;2024-01-11T06:00:00+01:00;2024-01-11T07:00:00+01:00;25.987;43.157;37.708;33.621;23.861;25.331;38.051;37.37;32.788;30.27;30.084;28.829;31.485;9.572;34.239;35.503;34.131;32.093;34.347;29.525;26.291;26.908;29.349;;26.428
PM2.5;uur;�g/m�;2024-01-11T07:00:00+01:00;2024-01-11T08:00:00+01:00;27.849;36.885;34.004;31.808;23.361;24.037;33.2;35.14;37.169;31.965;28.349;33.533;38.639;20.783;35.777;43.069;33.974;29.084;36.532;26.732;27.477;25.87;26.369;;30.221
PM2.5;uur;�g/m�;2024-01-11T08:00:00+01:00;2024-01-11T09:00:00+01:00;29.319;41.814;37.904;32.906;28.623;34.004;35.317;38.52;37.551;35.513;31.23;32.788;36.032;25.625;35.552;37.59;38.198;36.022;36.013;29.594;30.936;30.848;24.713;;27.085
PM2.5;uur;�g/m�;2024-01-11T09:00:00+01:00;2024-01-11T10:00:00+01:00;37.14;39.198;39.688;31.456;32.73;33.768;38.894;38.06;37.669;34.209;36.307;31.759;34.709;22.547;33.876;39.198;40.383;34.298;42.128;36.473;34.748;33.043;22.4;;26.36
PM2.5;uur;�g/m�;2024-01-11T10:00:00+01:00;2024-01-11T11:00:00+01:00;32.661;45.764;41.824;35.748;39.658;34.66;41.579;47.27;29.554;34.16;24.076;37.571;27.751;18.588;38.335;28.29;38.972;38.414;36.806;37.532;33.553;28.28;31.015;;21.43
PM2.5;uur;�g/m�;2024-01-11T11:00:00+01:00;2024-01-11T12:00:00+01:00;37.551;49.38;49.311;38.198;38.825;34.317;38.962;43.12;25.262;28.496;30.358;33.631;27.575;19.686;26.712;29.368;30.603;31.338;25.105;39.374;33.915;24.311;20.852;;22.263
PM2.5;uur;�g/m�;2024-01-11T12:00:00+01:00;2024-01-11T13:00:00+01:00;42.177;49.488;48.9;43.196;29.662;28.77;41.118;43.43;18.275;22.861;30.858;27.839;21.195;15.05;26.262;28.594;22.44;18.5;26.693;36.218;25.762;17.157;11.905;;21.038
PM2.5;uur;�g/m�;2024-01-11T13:00:00+01:00;2024-01-11T14:00:00+01:00;36.767;46.812;45.107;34.258;18;14.119;42.588;34.38;19.284;16.628;16.873;22.4;21.117;18.843;18.314;25.87;19.539;23.38;27.928;10.101;19.068;10.038;13.345;;19.323
PM2.5;uur;�g/m�;2024-01-11T14:00:00+01:00;2024-01-11T15:00:00+01:00;16.187;40.432;40.56;30.868;14.982;16.442;44.509;22.92;18.794;16.481;11.522;17.598;17.226;12.816;22.577;22.234;17.961;12.679;19.843;22.734;17.01;16.569;9.023;;12.728
PM2.5;uur;�g/m�;2024-01-11T15:00:00+01:00;2024-01-11T16:00:00+01:00;9.637;42.99;41.393;13.384;12.738;17.971;18.03;24.27;16.589;19.588;8.553;20.509;17.922;8.925;18.863;20.058;17.883;15.805;20.107;;11.503;19.715;8.559;;24.596
PM2.5;uur;�g/m�;2024-01-11T16:00:00+01:00;2024-01-11T17:00:00+01:00;12.571;32.857;33.631;20.362;15.276;15.58;22.224;19.3;17.108;23.312;8.724;23.371;23.224;6.576;17.373;23.371;16.726;11.601;21.166;18.912;17.167;17.922;7.673;;18.882
PM2.5;uur;�g/m�;2024-01-11T17:00:00+01:00;2024-01-11T18:00:00+01:00;17.638;36.748;34.219;14.619;16.305;18.608;25.184;26.17;7.834;23.4;9.508;22.351;15.746;6.103;19.411;30.476;16.354;21.587;25.742;14.472;14.168;19.578;11.268;;18.402
PM2.5;uur;�g/m�;2024-01-11T18:00:00+01:00;2024-01-11T19:00:00+01:00;19.049;30.142;34.288;14.394;18.598;20.401;28.467;23.25;11.307;22.283;12.012;21.332;9.592;3.096;22.136;31.201;26.173;22.518;17.706;22.234;19.539;14.835;9.651;;18.882
PM2.5;uur;�g/m�;2024-01-11T19:00:00+01:00;2024-01-11T20:00:00+01:00;16.256;28.388;25.536;19.931;23.096;23.939;23.253;29.35;10.076;23.145;11.121;28.329;9.484;4.963;26.271;24.929;24.645;22.773;20.166;24.88;21.224;20.068;9.641;;14.208
PM2.5;uur;�g/m�;2024-01-11T20:00:00+01:00;2024-01-11T21:00:00+01:00;17.667;26.497;30.681;20.774;22.675;26.252;22.616;33.97;8.349;24.654;9.699;22.44;8.886;6.428;22.175;8.847;26.487;23.821;24.939;17.402;20.744;20.783;4.898;;7.837
PM2.5;uur;�g/m�;2024-01-11T21:00:00+01:00;2024-01-11T22:00:00+01:00;21.185;20.421;21.548;32.034;25.938;28.565;31.475;28.35;7.544;14.894;10.122;23.831;8.147;4.347;17.402;18.647;16.481;22.518;29.28;26.271;20.636;24.164;3.438;;8.988
PM2.5;uur;�g/m�;2024-01-11T22:00:00+01:00;2024-01-11T23:00:00+01:00;26.134;26.213;30.936;29.466;24.674;27.967;34.729;29.96;6.652;8.806;7.133;13.345;9.807;3.332;16.168;9.523;22.871;6.505;25.919;22.92;26.487;24.576;4.486;;7.224
PM2.5;uur;�g/m�;2024-01-11T23:00:00+01:00;2024-01-12T00:00:00+01:00;33.69;29.623;32.553;37.257;29.829;20.764;36.826;35.85;11.091;9.025;6.107;14.472;8.187;2.205;14.864;9.592;21.558;8.876;22.743;28.496;27.879;27.281;6.173;;10.533
PM2.5;uur;�g/m�;2024-01-12T00:00:00+01:00;2024-01-12T01:00:00+01:00;37.13;30.75;35.836;32.298;27.144;23.361;43.029;37.38;8.513;12.404;11.091;8.304;7.961;2.603;11.356;13.669;14.07;10.425;25.85;30.917;25.468;28.143;6.181;;10.661
PM2.5;uur;�g/m�;2024-01-12T01:00:00+01:00;2024-01-12T02:00:00+01:00;32.828;27.281;30.446;24.184;20.529;17.579;35.101;32.74;6.038;9.004;9.734;9.41;9.2;4.792;8.163;12.914;11.728;9.151;26.683;26.624;28.721;25.654;5.577;;7.167
PM2.5;uur;�g/m�;2024-01-12T02:00:00+01:00;2024-01-12T03:00:00+01:00;33.739;30.73;33.435;30.623;20.901;18.961;33.827;31.09;7.093;9.174;12.453;7.431;14.257;5.37;11.307;14.031;12.267;11.993;27.928;28.065;25.938;25.987;5.265;;6.772
PM2.5;uur;�g/m�;2024-01-12T03:00:00+01:00;2024-01-12T04:00:00+01:00;31.642;29.986;36.062;21.675;18.833;13.482;33.406;36.77;9.305;8.387;7.978;5.573;12.12;4.213;8.16;9.523;7.441;2.961;27.075;21.95;27.663;25.115;2.96;;4.849
PM2.5;uur;�g/m�;2024-01-12T04:00:00+01:00;2024-01-12T05:00:00+01:00;28.28;28.839;37.904;20.313;11.464;9.151;34.876;34.97;10.909;6.077;8.088;7.988;8.584;6.933;5.548;12.101;7.9;10.435;22.626;26.379;24.282;29.27;6.438;;2.292
PM2.5;uur;�g/m�;2024-01-12T05:00:00+01:00;2024-01-12T06:00:00+01:00;29.907;41.765;36.022;21.362;15.727;9.425;36.111;34.17;8.597;7.312;6.112;9.853;6.985;5.427;5.142;11.121;7.174;5.842;22.528;28.486;24.106;27.251;8.575;;10.576
PM2.5;uur;�g/m�;2024-01-12T06:00:00+01:00;2024-01-12T07:00:00+01:00;27.555;38.237;37.247;18.696;9.582;9.807;39.031;32.09;6.645;6.431;3.376;9.959;9.014;6.814;7.192;12.914;5.99;9.317;21.773;18.255;19.362;26.997;6.702;;8.189
PM2.5;uur;�g/m�;2024-01-12T07:00:00+01:00;2024-01-12T08:00:00+01:00;30.211;39.991;43.363;11.699;9.876;14.208;35.826;27.75;6.563;8.894;7.199;14.756;9.043;5.411;8.025;16.481;7.489;11.209;19.166;15.295;7.449;16.187;7.599;;5.164
PM2.5;uur;�g/m�;2024-01-12T08:00:00+01:00;2024-01-12T09:00:00+01:00;24.89;37.394;41.912;15.158;12.414;14.717;34.454;24.98;7.424;8.993;6.66;9.791;10.631;3.511;10.492;11.807;9.455;8.259;12.845;13.835;8.817;10.222;3.843;;1.657
