Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10136;NL10138;NL10230;NL10240;NL10241;NL10247;NL10248;NL10404;NL10418;NL10444;NL10449;NL10450;NL10538;NL10636;NL10641;NL10643;NL10644;NL10738;NL10741;NL10742;NL10821;NL10934;NL10937;NL10938
PM2.5;uur;�g/m�;2024-07-02T01:00:00+01:00;2024-07-02T02:00:00+01:00;5.61;4.183;9.092;7.399;6.013;7.526;13.12;5.29;;3.833;0.307;-0.301;5.344;2.972;-1.443;6.346;4.377;6.835;4.432;13.61;7.647;0.561;1.297;8.352;
PM2.5;uur;�g/m�;2024-07-02T02:00:00+01:00;2024-07-02T03:00:00+01:00;6.547;7.281;7.124;13.522;7.981;9.308;13.149;9.663;;1.865;-3.967;-1.666;3.28;4.611;-1.186;4.121;3.428;7.819;3.836;9.014;6.068;1.945;0.397;6.339;
PM2.5;uur;�g/m�;2024-07-02T03:00:00+01:00;2024-07-02T04:00:00+01:00;5.602;8.135;10.366;8.867;4.731;6.931;12.571;10.08;;-1.035;-3.663;-3.522;0.14;2.605;-1.848;1.207;-0.445;7.12;1.378;6.012;5.582;3.346;-0.484;3.376;
PM2.5;uur;�g/m�;2024-07-02T04:00:00+01:00;2024-07-02T05:00:00+01:00;5.095;8.493;9.749;8.141;0.994;3.578;7.735;8.737;;-0.875;-2.018;-3.273;1.464;2.398;-4.751;1.508;-0.958;3.812;-1.543;7.689;7.673;3.124;-1.184;1.355;
PM2.5;uur;�g/m�;2024-07-02T05:00:00+01:00;2024-07-02T06:00:00+01:00;7.339;6.45;5.304;6.648;-0.68;3.21;15.57;6.425;;-0.51;-1.194;-2.926;-1.692;2.947;-3.245;3.256;3.491;2.845;-1.037;9.229;5.679;2.892;0.199;0.79;
PM2.5;uur;�g/m�;2024-07-02T06:00:00+01:00;2024-07-02T07:00:00+01:00;5.753;6.69;4.052;1.108;1.636;3.739;1.906;3.245;;-1.645;-2.848;-2.252;-2.052;4.829;-2.358;5.544;3.113;2.028;0.735;7.577;2.384;1.185;0.021;2.177;
PM2.5;uur;�g/m�;2024-07-02T07:00:00+01:00;2024-07-02T08:00:00+01:00;4.328;10.934;2.375;4.38;3.157;8.71;10.719;1.234;;-3.482;-1.838;-1.385;0.309;3.199;-3.385;4.872;0.713;4.192;-1.098;8.169;5.001;-1.364;0.037;5.594;
PM2.5;uur;�g/m�;2024-07-02T08:00:00+01:00;2024-07-02T09:00:00+01:00;1.03;6.104;3.851;3.66;5.52;6.826;6.358;1.809;;;-3.232;-2.871;-2.126;-1.184;-4.668;3.513;1.896;2.803;-2.141;4.09;3.301;-3.966;0.413;4.997;
PM2.5;uur;�g/m�;2024-07-02T09:00:00+01:00;2024-07-02T10:00:00+01:00;1.4;1.89;2.486;2.922;1.669;4.666;2.236;2.079;;;1.151;-0.483;-1.534;8.133;-2.723;4.474;3.468;3.845;-2.126;1.723;-0.719;-3.119;-1.021;4.608;
PM2.5;uur;�g/m�;2024-07-02T10:00:00+01:00;2024-07-02T11:00:00+01:00;1.998;-1.863;0.475;0.503;-1.926;2.466;4.899;0.151;;-2.163;5.879;-2.043;-0.739;6.63;0.738;6.25;2.639;6.281;-3.156;3.269;-0.76;-3.404;-0.837;4.511;
PM2.5;uur;�g/m�;2024-07-02T11:00:00+01:00;2024-07-02T12:00:00+01:00;-1.217;-2.436;-0.29;7.067;0.594;0.504;9.161;-1.653;;5.229;5.696;1.566;3.372;8.857;7.383;9.856;5.82;8.624;-1.443;4.805;0.552;;1.141;2.266;
PM2.5;uur;�g/m�;2024-07-02T12:00:00+01:00;2024-07-02T13:00:00+01:00;0.617;-1.34;2.581;9.033;-0.446;5;5.057;-1.119;;1.917;2.783;3.48;9.141;6.011;5.27;6.795;5.957;9.455;3.581;3.822;7.161;0.516;0.776;0.943;
PM2.5;uur;�g/m�;2024-07-02T13:00:00+01:00;2024-07-02T14:00:00+01:00;1.106;2.184;3.239;7.744;0.64;9.249;6.174;5.215;;1.302;14.56;5.256;7.533;5.817;4.289;5.33;5.595;10.807;4.699;15.374;6.124;-1.53;6.877;5.445;
PM2.5;uur;�g/m�;2024-07-02T14:00:00+01:00;2024-07-02T15:00:00+01:00;2.919;2.433;1.812;9.455;9.112;5.825;6.179;8.881;;6.465;3.86;4.41;10.66;6.151;4.573;7.736;6.271;9.896;3.825;10.229;3.217;-2.676;3.512;6.676;
PM2.5;uur;�g/m�;2024-07-02T15:00:00+01:00;2024-07-02T16:00:00+01:00;5.214;0.897;1.93;8.837;5.447;7.229;11.885;9.032;;3.334;5.711;6.737;8.595;6.235;5.352;11.983;9.533;13.884;5.655;5.928;4.766;-1.717;2.892;7.476;
PM2.5;uur;�g/m�;2024-07-02T16:00:00+01:00;2024-07-02T17:00:00+01:00;5.399;4.323;4.749;5.58;4.817;9.984;14.198;11.12;;6.518;4.381;4.856;7.039;6.924;5.061;7.67;5.948;12.081;2.997;6.49;4.944;-0.066;-1.912;6.35;
PM2.5;uur;�g/m�;2024-07-02T17:00:00+01:00;2024-07-02T18:00:00+01:00;11.081;8.002;3.118;6.143;2.61;10.846;11.101;9.352;;4.241;1.502;6.698;8.1;7.183;7.986;8.193;10.121;9.347;8.187;11.738;5.106;-0.89;-4.846;8.208;
PM2.5;uur;�g/m�;2024-07-02T18:00:00+01:00;2024-07-02T19:00:00+01:00;7.47;10.454;3.54;4.408;1.481;6.776;8.529;7.459;;4;-3.474;2.8;5.845;4.483;6.265;6.26;9.494;2.91;5.822;13.365;6.225;-2.546;-0.169;6.048;
PM2.5;uur;�g/m�;2024-07-02T19:00:00+01:00;2024-07-02T20:00:00+01:00;6.31;5.098;5.234;5.744;1.179;5.124;14.992;3.183;;3.021;-3.338;-3.473;5.755;3.386;2.72;7.695;6.16;-4.975;4.92;6.294;2.873;5.27;2.084;3.015;
PM2.5;uur;�g/m�;2024-07-02T20:00:00+01:00;2024-07-02T21:00:00+01:00;7.037;4.535;3.191;8.739;1.771;8.013;2.166;2.385;;6.124;3.88;-3.861;4.334;2.128;-2.438;5.069;3.748;-4.212;3.602;7.965;3.736;4.72;0.617;2.461;
PM2.5;uur;�g/m�;2024-07-02T21:00:00+01:00;2024-07-02T22:00:00+01:00;10.601;6.617;3.84;5.375;-0.233;6.25;10.611;4.445;;3.82;2.395;3.231;7.586;2.53;0.473;7.994;6.908;-0.529;1.579;14.521;5.959;3.972;-0.771;7.074;
PM2.5;uur;�g/m�;2024-07-02T22:00:00+01:00;2024-07-02T23:00:00+01:00;8.52;4.102;5.65;3.494;0.495;8.195;7.351;6.318;;6.647;2.391;2.462;10.65;5.306;1.589;8.72;8.388;0.263;-1.418;5.387;3.647;3.706;-1.103;6.697;
PM2.5;uur;�g/m�;2024-07-02T23:00:00+01:00;2024-07-03T00:00:00+01:00;7.03;7.029;5.517;6.184;3.948;6.65;8.808;6.053;;1.484;1.787;1.074;8.425;3.502;3.08;6.099;5.353;3.554;3.198;4.499;2.474;2.178;0.678;6.061;
PM2.5;uur;�g/m�;2024-07-03T00:00:00+01:00;2024-07-03T01:00:00+01:00;6.544;7.184;9.729;7.218;7.115;9.268;4.19;5.158;;-1.824;4.143;4.072;12.571;5.087;10.219;7.844;6.917;4.376;2.635;4.505;2.225;;;5;-0.238
PM2.5;uur;�g/m�;2024-07-03T01:00:00+01:00;2024-07-03T02:00:00+01:00;5.092;6.12;5.004;6.831;4.767;5.696;7.685;4.411;;0.099;2.508;3.64;7.384;5.471;4.222;8.152;4.011;5.134;-0.783;6.756;3.461;;;4.86;-0.977
PM2.5;uur;�g/m�;2024-07-03T02:00:00+01:00;2024-07-03T03:00:00+01:00;3.815;3.504;2.159;4.462;6.175;8.729;12.238;2.597;;0.493;6.386;3.444;5.215;2.941;-0.88;5.743;1.718;4.307;-1.208;5.884;5.415;;;7.002;-0.687
PM2.5;uur;�g/m�;2024-07-03T03:00:00+01:00;2024-07-03T04:00:00+01:00;3.258;-2.301;2.237;3.433;7.727;5.113;6;2.627;;6.509;6.439;1.928;9.631;3.064;0.085;6.652;2.845;3.173;0.204;7.041;7.285;;;6.306;-1.548
PM2.5;uur;�g/m�;2024-07-03T04:00:00+01:00;2024-07-03T05:00:00+01:00;5.365;5.166;1.458;3.563;4.357;4.733;5.872;3.975;;9.954;5.731;-0.53;7.136;4.597;2.616;6.574;4.001;4.503;0.185;10.15;6.31;;;4.197;-3.4
PM2.5;uur;�g/m�;2024-07-03T05:00:00+01:00;2024-07-03T06:00:00+01:00;4.353;6.913;0.798;9.621;5.694;7.008;2.349;3.887;;6.121;6.304;1.994;6.167;2.92;4.921;9.484;3.75;7.58;3.566;9.425;6.092;;;3.494;-1.924
PM2.5;uur;�g/m�;2024-07-03T06:00:00+01:00;2024-07-03T07:00:00+01:00;5.966;8.857;9.298;6.395;7.947;10.572;3.947;7.596;;-0.822;5.261;4.511;7.428;2.416;9.004;10.141;5.756;11.709;3.85;6.992;7.614;;;5.347;0.591
PM2.5;uur;�g/m�;2024-07-03T07:00:00+01:00;2024-07-03T08:00:00+01:00;5.482;10.219;6.418;7.523;10.444;10.915;8.118;8.405;;1.463;4.97;-0.982;5.831;7.403;5.951;8.974;3.469;9.768;3.862;5.713;9.141;;;5.535;1.481
PM2.5;uur;�g/m�;2024-07-03T08:00:00+01:00;2024-07-03T09:00:00+01:00;6.253;6.289;6.623;11.121;5.623;8.634;24.37;10.62;;8.006;1.725;-2.229;5.012;5.575;4.319;7.091;5.096;4.66;7.048;5.03;8.211;;;5.283;3.052
PM2.5;uur;�g/m�;2024-07-03T09:00:00+01:00;2024-07-03T10:00:00+01:00;9.964;3.99;13.316;7.75;2.185;8.974;5.298;9.142;;4.707;-1.236;0.854;6.455;4.914;4.23;5.869;4.371;6.601;5.454;16.697;8.539;;;10.248;4.709
PM2.5;uur;�g/m�;2024-07-03T10:00:00+01:00;2024-07-03T11:00:00+01:00;8.183;6.584;9.004;3.746;0.904;5.365;9.327;5.875;;2.505;;1.153;3.158;2.13;2.893;6.241;4.325;2.645;2.469;9.611;10.493;;;5.983;2.404
PM2.5;uur;�g/m�;2024-07-03T11:00:00+01:00;2024-07-03T12:00:00+01:00;6.769;7.837;6.391;3.22;1.185;5.458;10.15;2.29;;2.426;1.236;4.652;1.523;2.923;0.784;6.002;3.274;1.002;2.541;10.033;5.24;;;1.465;0.414
PM2.5;uur;�g/m�;2024-07-03T12:00:00+01:00;2024-07-03T13:00:00+01:00;5;3.989;6.721;1.694;3.22;8.173;6.655;4.841;;0.925;8.18;8.394;1.874;5.286;1.003;2.712;3.643;8.467;4.44;10.199;0.806;;;3.512;0.058
PM2.5;uur;�g/m�;2024-07-03T13:00:00+01:00;2024-07-03T14:00:00+01:00;;13.933;8.739;3.146;5.434;7.319;12.081;4.001;;0.466;17.52;12.042;4.609;13.277;0.249;5.233;5.535;7.947;1.124;11.807;4.451;;;6.671;-0.061
PM2.5;uur;�g/m�;2024-07-03T14:00:00+01:00;2024-07-03T15:00:00+01:00;;5.381;8.065;2.912;4.249;3.694;13.267;0.648;;1.109;7.086;5.591;10.807;6.9;0.883;7.396;2.101;5.226;-1.847;7.696;10.013;;;9.651;-0.222
PM2.5;uur;�g/m�;2024-07-03T15:00:00+01:00;2024-07-03T16:00:00+01:00;;8.847;5.803;8.032;2.252;1.726;12.434;5.351;;-0.485;5.923;-1.809;7.169;3.175;1.283;5.413;-0.82;10.062;-0.472;5.817;4.978;;;5.108;-0.465
PM2.5;uur;�g/m�;2024-07-03T16:00:00+01:00;2024-07-03T17:00:00+01:00;3.065;7.79;2.221;6.382;-0.94;0.715;7.035;2.89;;-1.503;2.319;-3.585;7.7;1.714;-0.067;9.249;0.952;5.531;-1.79;4.205;3.575;;;5.132;-1.071
PM2.5;uur;�g/m�;2024-07-03T17:00:00+01:00;2024-07-03T18:00:00+01:00;0.048;5.157;4.511;6.988;-1.833;3.56;7.673;-0.317;;-0.169;0.382;-2.648;9.327;-0.033;5.507;10.503;0.389;-1.204;-1.932;8.341;6.016;;;6.696;0.397
PM2.5;uur;�g/m�;2024-07-03T18:00:00+01:00;2024-07-03T19:00:00+01:00;-2.3;-0.737;5.88;5.688;1.066;3.953;6.84;2.622;;2.743;1.416;0.928;6.131;3.069;3.147;8.597;3.651;-0.757;2.34;10.013;5.831;;;6.273;2.888
PM2.5;uur;�g/m�;2024-07-03T19:00:00+01:00;2024-07-03T20:00:00+01:00;1.921;1.517;6.331;10.239;1.556;3.728;4.13;3.193;;10.16;0.745;-0.798;4.894;0.578;-0.448;10.513;2.499;4.932;2.985;6.387;3.174;;;5.577;1.567
PM2.5;uur;�g/m�;2024-07-03T20:00:00+01:00;2024-07-03T21:00:00+01:00;1.465;2.043;4.912;8.495;1.705;3.311;2.017;1.023;;7.068;-1.099;-3.306;4.304;0.891;4.016;10.474;5.408;5.698;1.643;10.248;3.041;;;7.513;2.507
PM2.5;uur;�g/m�;2024-07-03T21:00:00+01:00;2024-07-03T22:00:00+01:00;4.708;1.503;5.975;6.437;5.47;4.493;5.052;2.81;;2.415;1.711;-1.321;2.141;3.578;3.462;10.209;5.104;3.085;3.041;6.567;6.147;;;4.072;3.205
PM2.5;uur;�g/m�;2024-07-03T22:00:00+01:00;2024-07-03T23:00:00+01:00;4.403;1.569;4.097;6.529;3.439;6.308;5.192;4.638;;0.752;5.673;1.375;2.421;3.93;0.175;8.867;5.109;2.045;3.389;7.759;8.451;;;8.055;1.928
PM2.5;uur;�g/m�;2024-07-03T23:00:00+01:00;2024-07-04T00:00:00+01:00;2.873;1.248;4.983;3.1;2.259;7.155;6.551;3.312;;0.483;2.975;-0.078;6.852;4.258;1.138;8.137;4.539;9.631;2.56;6.032;5.383;;;8.945;0.617
PM2.5;uur;�g/m�;2024-07-04T00:00:00+01:00;2024-07-04T01:00:00+01:00;4.97;0.852;6.931;5.138;5.687;7.684;3.839;3.744;-0.899;-1.285;0.521;-2.208;5.106;4.828;5.37;5.724;8.974;5.513;2.784;13.62;9.151;1.947;2.24;9.905;1.035
PM2.5;uur;�g/m�;2024-07-04T01:00:00+01:00;2024-07-04T02:00:00+01:00;4.442;-0.404;4.498;14.453;3.036;6.487;1.45;2.34;-0.155;-0.248;0.012;-2.446;3.528;0.529;4.673;7.379;8.471;2.427;6.838;8.555;6.151;0.46;2.783;5.553;4.491
PM2.5;uur;�g/m�;2024-07-04T02:00:00+01:00;2024-07-04T03:00:00+01:00;5.373;-0.213;6.227;3.593;3.088;3.286;3.194;1.302;0.046;0.877;4.344;-2.209;3.638;-0.174;0.848;5.565;5.372;2.412;3.241;13.375;3.854;-0.305;2.244;3.996;3.764
PM2.5;uur;�g/m�;2024-07-04T03:00:00+01:00;2024-07-04T04:00:00+01:00;3.358;0.114;4.677;8.515;4.964;5.575;-0.326;-1.135;-0.782;1.52;2.712;-2.327;1.816;2.445;-3.197;3.164;3.477;2.187;-1.048;7.052;3.252;2.593;-0.484;4.496;3.576
PM2.5;uur;�g/m�;2024-07-04T04:00:00+01:00;2024-07-04T05:00:00+01:00;3.597;0.444;2.671;9.366;3.14;4.158;-2.812;-3.185;-0.19;2.873;-0.645;-2.23;2.206;2.063;;9.513;1.806;2.029;1.974;7.21;3.473;1.365;-2.777;6.046;4.516
PM2.5;uur;�g/m�;2024-07-04T05:00:00+01:00;2024-07-04T06:00:00+01:00;2.433;0.648;3.62;6.626;2.584;5.989;3.641;3.872;-1.447;1.375;0.04;-1.717;6.358;2.847;;7.702;2.796;2.101;1.584;7.196;2.445;0.143;-2.573;3.197;3.842
PM2.5;uur;�g/m�;2024-07-04T06:00:00+01:00;2024-07-04T07:00:00+01:00;-0.514;0.136;1.97;4.566;1.186;4.621;1.889;1.083;-2.951;2.381;0.761;1.425;6.912;2.981;4.106;7.945;14.031;5.233;-1.131;5.622;2.905;-1.398;-1.664;4.554;10.454
PM2.5;uur;�g/m�;2024-07-04T07:00:00+01:00;2024-07-04T08:00:00+01:00;-0.392;0.044;3.111;6.061;2.152;1.769;-0.233;-0.747;-0.176;2.281;0.842;2.591;6.564;2.455;4.133;6.422;;5.082;-1.869;9.357;3.03;-2.543;1.753;3.199;4.866
PM2.5;uur;�g/m�;2024-07-04T08:00:00+01:00;2024-07-04T09:00:00+01:00;-1.608;1.601;4.939;6.026;1.62;2.961;0.297;4.357;1.475;0.588;0.178;2.648;3.089;2.208;1.898;10.092;;3.106;1.711;5.828;5.681;-2.446;3.337;1.49;4.261
PM2.5;uur;�g/m�;2024-07-04T09:00:00+01:00;2024-07-04T10:00:00+01:00;-2.13;1.292;4.435;-0.13;5.375;2.891;1.483;3.577;-0.307;2.191;3.493;1.891;1.468;3.479;3.627;9.092;;2.717;3.325;7.383;2.83;-3.799;0.057;6.353;2.416
PM2.5;uur;�g/m�;2024-07-04T10:00:00+01:00;2024-07-04T11:00:00+01:00;9.141;0.196;5.523;5.083;3.048;2.382;8.256;2.421;0.82;2.009;4.187;2.866;1.267;3.945;3.092;10.934;;2.266;6.352;8.205;5.447;-4.095;-3.675;8.499;5.513
PM2.5;uur;�g/m�;2024-07-04T11:00:00+01:00;2024-07-04T12:00:00+01:00;7.48;2.385;9.611;5.324;0.74;1.381;2.399;1.001;2.509;2.522;5.51;1.388;3.569;5.293;2.293;7.239;;3.385;4.214;9.004;5.54;;-1.337;5.079;4.657
PM2.5;uur;�g/m�;2024-07-04T12:00:00+01:00;2024-07-04T13:00:00+01:00;5.912;2.072;4.784;3.059;1.372;1.624;1.606;-1.741;2.101;3.384;;-0.753;8.788;6.347;0.258;3.407;5.388;4.574;1.083;13.718;4.805;;-1.714;3.034;-0.247
PM2.5;uur;�g/m�;2024-07-04T13:00:00+01:00;2024-07-04T14:00:00+01:00;3.868;4.524;3.505;4.983;-0.762;3.28;3.401;-0.675;3.141;3.394;;-0.244;4.888;6.312;-0.068;8.111;7.339;7.293;3.191;12.649;4.318;7.131;1.575;2.499;-1.853
PM2.5;uur;�g/m�;2024-07-04T14:00:00+01:00;2024-07-04T15:00:00+01:00;3.284;3.547;3.288;7.72;1.286;7.217;1.577;1.243;0.801;6.726;-2.622;0.187;5.852;5.131;-0.553;11.003;5.259;9.621;1.871;7.936;10.493;6.443;3.849;6.376;3.47
PM2.5;uur;�g/m�;2024-07-04T15:00:00+01:00;2024-07-04T16:00:00+01:00;2.537;3.692;1.245;6.077;1.819;9.151;6.301;0.511;-0.694;3.528;2.828;0.484;6.552;4.732;2.754;8.916;6.733;6.389;4.322;10.925;5.638;1.16;2.085;7.81;4.144
PM2.5;uur;�g/m�;2024-07-04T16:00:00+01:00;2024-07-04T17:00:00+01:00;1.146;8.39;0.335;4.33;1.435;5.001;7.33;2.297;-1.979;3.211;13.816;-0.263;9.758;7.102;2.852;12.022;4.838;1.987;6.771;9.631;4.19;-3.865;1.436;4.974;1.693
PM2.5;uur;�g/m�;2024-07-04T17:00:00+01:00;2024-07-04T18:00:00+01:00;3.912;7.013;5.836;7.045;0.047;4.22;1.674;3.795;-1.073;3.563;;2.963;10.474;4.774;0.779;7.008;4.115;-0.272;6.59;9.082;2.46;-1.756;6.165;2.046;3.392
PM2.5;uur;�g/m�;2024-07-04T18:00:00+01:00;2024-07-04T19:00:00+01:00;4.033;4.366;8.274;7.629;2.054;5.131;0.514;0.634;0.993;2.474;14.315;2.307;8.867;4.404;1.849;11.424;2.715;4.469;5.494;6.494;3.595;0.751;5.476;4.447;4.754
PM2.5;uur;�g/m�;2024-07-04T19:00:00+01:00;2024-07-04T20:00:00+01:00;-1.481;0.42;4.599;3.636;3.678;4.24;2.517;-1.248;2.588;3.992;5.173;5.262;9.925;4.304;2.25;14.913;6.455;2.426;2.426;10.925;2.507;-2.828;3.783;3.148;5.393
