Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10136;NL10138;NL10230;NL10240;NL10241;NL10247;NL10248;NL10404;NL10418;NL10444;NL10449;NL10450;NL10538;NL10636;NL10641;NL10643;NL10644;NL10738;NL10741;NL10742;NL10821;NL10934;NL10937;NL10938
PM2.5;uur;�g/m�;2024-09-04T00:00:00+01:00;2024-09-04T01:00:00+01:00;2.637;0.758;3.034;12.277;2.187;9.847;;5.949;7.556;0.845;2.966;1.418;2.772;-0.367;-0.746;6.18;1.099;12.934;1.753;6.347;2.086;-0.163;;9.631;16.148
PM2.5;uur;�g/m�;2024-09-04T01:00:00+01:00;2024-09-04T02:00:00+01:00;0.681;0.98;1.356;9.749;4.119;8.749;;9.629;6.826;1.922;2.437;3.549;4.401;4.668;-1.178;5.48;2.165;9.004;0.083;6.311;2.122;4.756;;5.358;10.915
PM2.5;uur;�g/m�;2024-09-04T02:00:00+01:00;2024-09-04T03:00:00+01:00;2.236;2.012;2.15;9.435;3.75;9.974;;14.66;8.867;5.381;1.142;4.773;7.527;4.321;0.168;3.42;5.811;8.401;0.088;3.88;4.046;4.475;;4.51;4.911
PM2.5;uur;�g/m�;2024-09-04T03:00:00+01:00;2024-09-04T04:00:00+01:00;6.68;4.646;1.927;13.198;5.05;7.528;;10.41;6.181;5.576;0.776;6.837;6.421;2.547;1.647;2.451;11.238;10.915;3.683;8.935;2.832;7.061;;2.41;-3.92
PM2.5;uur;�g/m�;2024-09-04T04:00:00+01:00;2024-09-04T05:00:00+01:00;6.203;3.704;0.971;8.876;5.95;7.583;;12.15;6.363;2.726;1.32;3.344;10.415;1.49;1.816;12.179;9.396;7.477;3.975;16.52;6.089;4.449;;0.731;-1.194
PM2.5;uur;�g/m�;2024-09-04T05:00:00+01:00;2024-09-04T06:00:00+01:00;5.62;5.908;2.087;9.376;4.343;6.469;;14.58;5.984;3.404;4.597;7.225;8.595;6.034;3.067;9.798;6.517;3.182;3.787;18.451;11.16;2.842;;3.543;-0.285
PM2.5;uur;�g/m�;2024-09-04T06:00:00+01:00;2024-09-04T07:00:00+01:00;20.382;7.102;4.168;8.086;5.463;9.641;;;5.031;7.893;10.885;12.12;13.149;9.229;1.729;9.504;3.667;0.534;3.61;12.306;7.614;4.523;;7.18;-0.761
PM2.5;uur;�g/m�;2024-09-04T07:00:00+01:00;2024-09-04T08:00:00+01:00;5.997;6.277;3.967;15.491;11.826;8.886;;;8.399;7.924;7.659;11.062;6.324;17.422;3.352;7.932;3.025;4.525;4.768;9.768;7.45;-0.767;;4.999;-0.391
PM2.5;uur;�g/m�;2024-09-04T08:00:00+01:00;2024-09-04T09:00:00+01:00;5.799;5.855;7.214;9.161;13.081;11.16;;;10.621;10.082;4.179;11.758;15.129;12.365;4.89;8.798;3.742;13.394;8.867;9.66;9.651;-4.022;;6.327;0.42
PM2.5;uur;�g/m�;2024-09-04T09:00:00+01:00;2024-09-04T10:00:00+01:00;8.066;2.713;5.351;19.715;13.561;12.61;;21.76;;7.042;10.19;11.052;12.806;13.247;3.799;32.583;6.881;15.521;8.769;13.953;7.877;2.755;;4.777;-0.043
PM2.5;uur;�g/m�;2024-09-04T10:00:00+01:00;2024-09-04T11:00:00+01:00;;1.775;4.914;15.266;10.454;15.384;;17.25;;12.13;7.724;11.473;8.867;13.384;4.029;9.876;6.337;13.972;4.796;10.474;15.011;10.591;;6.214;-0.116
PM2.5;uur;�g/m�;2024-09-04T11:00:00+01:00;2024-09-04T12:00:00+01:00;;3.619;5.513;20.333;8.373;12.914;;36.28;;8.588;3.648;;5.18;10.444;11.307;9.827;8.317;18.441;5.54;17.638;14.217;4.004;;9.807;-1.441
PM2.5;uur;�g/m�;2024-09-04T12:00:00+01:00;2024-09-04T13:00:00+01:00;;8.382;5.89;18.833;7.617;10.572;;27.7;7.744;7.17;13.081;;5.126;11.993;9.063;7.595;15.06;15.364;4.741;13.041;10.68;-1.091;;5.695;-3.806
PM2.5;uur;�g/m�;2024-09-04T13:00:00+01:00;2024-09-04T14:00:00+01:00;4.452;4.327;4.637;15.305;8.518;9.66;;12.83;4.741;5.628;4.356;7.008;2.607;16.863;10.66;3.718;9.827;23.998;3.746;9.817;8.236;0.307;;3.401;-1.756
PM2.5;uur;�g/m�;2024-09-04T14:00:00+01:00;2024-09-04T15:00:00+01:00;6.099;-0.428;3.447;14.992;5.942;6.939;;16.36;5.569;4.133;;4.128;3.274;7.434;7.185;5.124;7.597;16.373;1.7;17.912;6.734;-1.516;;3.74;-2.591
PM2.5;uur;�g/m�;2024-09-04T15:00:00+01:00;2024-09-04T16:00:00+01:00;7.431;2.004;4.364;11.366;6.286;8.671;;9.455;9.66;2.416;-3.531;4.985;5.443;7.776;2.925;4.519;6.205;6.767;-0.629;12.561;7.329;-4.379;;3.354;-4.158
PM2.5;uur;�g/m�;2024-09-04T16:00:00+01:00;2024-09-04T17:00:00+01:00;10.444;9.886;3.926;12.199;9.406;10.925;;12.93;4.728;0.243;0.402;3.575;2.881;12.336;-0.029;6.253;4.432;3.537;-1.64;10.072;5.649;-3.918;;3.459;-2.464
PM2.5;uur;�g/m�;2024-09-04T17:00:00+01:00;2024-09-04T18:00:00+01:00;12.052;7.55;3.587;11.513;6.272;8.749;;13.85;5.517;2.742;0.082;-0.405;2.054;8.656;4.19;3.379;4.107;-1.542;0.093;18.814;5.213;-2.456;;3.443;-1.114
PM2.5;uur;�g/m�;2024-09-04T18:00:00+01:00;2024-09-04T19:00:00+01:00;6.122;1.645;2.881;12.355;6.373;6.766;;9.93;3.594;4.401;1.28;2.603;3.695;5.759;6.407;2.87;3.153;-2.276;2.643;17.481;5.907;0.752;;5.63;-0.83
PM2.5;uur;�g/m�;2024-09-04T19:00:00+01:00;2024-09-04T20:00:00+01:00;3.917;1.975;0.96;11.875;7.22;7.402;;17.38;-0.207;2.335;2.961;5.01;2.273;4.825;3.405;18.598;1.07;-0.051;2.735;13.571;8.137;3.923;;4.946;-2.918
PM2.5;uur;�g/m�;2024-09-04T20:00:00+01:00;2024-09-04T21:00:00+01:00;2.528;2.044;0.662;10.934;8.511;7.767;;16.28;2.777;2.587;1.332;3.853;2.731;2.455;0.184;8.497;-0.28;4.213;3.442;11.601;5.889;4.456;;2.433;-2.828
PM2.5;uur;�g/m�;2024-09-04T21:00:00+01:00;2024-09-04T22:00:00+01:00;0.436;1.734;1.721;9.602;5.156;3.913;;5.076;4.042;5.489;-0.484;3.792;2.519;2.358;4.671;4.316;4.014;7.672;1.223;15.844;5.015;3.808;;2.667;2.703
