Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10136;NL10138;NL10230;NL10240;NL10241;NL10247;NL10248;NL10404;NL10418;NL10444;NL10449;NL10450;NL10538;NL10636;NL10641;NL10643;NL10644;NL10738;NL10741;NL10742;NL10821;NL10934;NL10937;NL10938
PM2.5;uur;�g/m�;2024-08-03T07:00:00+01:00;2024-08-03T08:00:00+01:00;38.776;-0.448;6.93;14.021;14.884;22.116;;18.87;4.102;4.979;12.865;8.108;9.298;16.305;4.703;14.394;14.551;10.719;31.456;35.474;35.091;5.061;12.777;10.239;4.119
PM2.5;uur;�g/m�;2024-08-03T08:00:00+01:00;2024-08-03T09:00:00+01:00;29.094;1.329;7.562;28.643;21.411;26.026;2.209;14.63;1.704;4.841;8.006;8.424;7.083;22.489;9.151;8.965;11.914;11.228;30.515;32.72;23.635;17.941;14.11;15.952;1.625
PM2.5;uur;�g/m�;2024-08-03T09:00:00+01:00;2024-08-03T10:00:00+01:00;9.415;17.667;6.251;32.798;16.824;16.05;16.589;14.88;0.443;4.403;5.201;7.412;3.779;16.089;6.284;6.069;8.274;10.905;15.217;18.363;16.834;16.285;24.38;25.115;4.567
PM2.5;uur;�g/m�;2024-08-03T10:00:00+01:00;2024-08-03T11:00:00+01:00;12.15;5.842;12.728;20.862;13.159;11.366;17.716;17.83;-0.974;2.147;3.395;4.768;5.965;4.527;2.605;3.698;5.822;7.239;11.64;16.805;14.472;25.321;23.919;26.987;13.296
PM2.5;uur;�g/m�;2024-08-03T11:00:00+01:00;2024-08-03T12:00:00+01:00;14.002;5.695;8.665;25.046;12.983;16.491;25.252;17.57;3.449;2.052;3.095;3.727;9.543;;-0.222;13.424;6.752;10.337;7.988;20.156;12.453;24.899;12.042;12.061;11.209
PM2.5;uur;�g/m�;2024-08-03T12:00:00+01:00;2024-08-03T13:00:00+01:00;16.011;4.618;9.337;24.625;12.483;11.65;15.099;13.52;2.931;0.527;7.918;1.513;14.09;2.71;1.102;8.467;6.079;5.987;5.532;18.549;13.081;20.44;6.6;7.457;9.553
PM2.5;uur;�g/m�;2024-08-03T13:00:00+01:00;2024-08-03T14:00:00+01:00;16.599;2.669;10.944;17.932;12.101;16.256;12.395;18.02;1.482;1.59;6.981;6.326;10.846;2.019;1.496;7.696;7.178;0.407;3.493;21.166;17.902;14.227;1.938;5.686;4.088
PM2.5;uur;�g/m�;2024-08-03T14:00:00+01:00;2024-08-03T15:00:00+01:00;20.019;4.056;8.837;16.54;7.99;13.149;10.709;15.46;3.354;4.141;4.102;10.876;8.876;6.917;2.187;9.19;5.556;-1.591;2.601;15.452;18.431;11.023;-0.479;5.557;1.631
PM2.5;uur;�g/m�;2024-08-03T15:00:00+01:00;2024-08-03T16:00:00+01:00;7.812;7.035;11.777;8.175;11.552;14.482;7.102;11.36;2.146;7.147;1.491;7.254;8.669;5.128;2.859;7.263;3.073;-2.093;1.202;11.297;6.414;8.488;-2.287;3.036;1.553
PM2.5;uur;�g/m�;2024-08-03T16:00:00+01:00;2024-08-03T17:00:00+01:00;6.4;6.227;8.739;11.424;9.023;4.11;5.706;6.907;0.585;3.633;2.722;1.692;4.032;6.531;5.304;12.199;7.792;4.91;2.083;19.304;17.589;14.59;1.171;0.537;3.606
PM2.5;uur;�g/m�;2024-08-03T17:00:00+01:00;2024-08-03T18:00:00+01:00;2.014;9.17;9.739;5.547;2.633;8.729;2.905;8.06;1.916;1.646;4.687;5.375;10.925;3.868;3.951;6.497;6.378;13.257;10.288;8.729;2.688;17.304;1.564;4.265;5.456
PM2.5;uur;�g/m�;2024-08-03T18:00:00+01:00;2024-08-03T19:00:00+01:00;-2.116;6.338;6.434;9.21;-0.08;6.181;3.723;5.131;2.276;4.377;6.179;3.827;11.973;-2.381;2.318;9.513;4.341;6.295;5.869;6.132;3.866;9.582;0.136;7.263;4.055
PM2.5;uur;�g/m�;2024-08-03T19:00:00+01:00;2024-08-03T20:00:00+01:00;-1.131;7.325;1.046;5.911;0.834;2.742;2.405;2.123;-0.669;6.912;3.631;8.362;7.166;;2.162;5.656;5.759;-4.496;2.969;5.593;3.646;12.493;0.096;9.876;0.557
PM2.5;uur;�g/m�;2024-08-03T20:00:00+01:00;2024-08-03T21:00:00+01:00;0.06;2.947;-2.26;7.092;-3.929;5.621;-3.646;1.54;-2.87;0.164;-1.342;7.441;3.301;-1.103;3.825;4.282;3.439;;-0.101;6.226;2.877;9.582;0.69;8.577;2.932
PM2.5;uur;�g/m�;2024-08-03T21:00:00+01:00;2024-08-03T22:00:00+01:00;0.998;-1.122;4.42;8.273;-1.553;4.311;12.385;5.535;-4.587;;-2.624;2.898;1.836;3.042;2.669;2.484;2.842;-3.091;0.391;10.699;2.698;4.279;2.054;6.317;3.941
PM2.5;uur;�g/m�;2024-08-03T22:00:00+01:00;2024-08-03T23:00:00+01:00;2.216;0.247;6.616;4.91;3.013;2.607;8.176;3.95;-4.708;-3.37;-0.96;1.562;2.878;5.664;-0.088;3.218;2.395;;0.551;7.696;0.738;4.632;2.079;3.938;4.549
PM2.5;uur;�g/m�;2024-08-03T23:00:00+01:00;2024-08-04T00:00:00+01:00;-1.142;6.277;7.632;2.532;0.979;2.622;3.819;8.198;-1.68;-1.12;0.425;7.406;1.537;4.123;-1.375;4.274;0.945;-0.801;-2.168;3.549;-2.092;1.454;-0.089;6.792;1.944
PM2.5;uur;�g/m�;2024-08-04T00:00:00+01:00;2024-08-04T01:00:00+01:00;-2.713;5.319;9.278;6.137;-2.336;2.363;3.28;4.712;-3.337;-1.274;2.809;4.669;4.312;5.742;-0.349;3.738;1.198;0.527;-2.055;6.266;-2.442;-0.588;0.385;3.845;-2.506
PM2.5;uur;�g/m�;2024-08-04T01:00:00+01:00;2024-08-04T02:00:00+01:00;-0.751;7.71;9.023;4.187;-1.927;1.764;-0.919;0.328;-4.908;-2.56;1.014;5.287;4.333;4.294;1.83;4.335;1.04;-1.603;1.05;4.805;-1.548;15.472;0.741;3.736;-1.101
PM2.5;uur;�g/m�;2024-08-04T02:00:00+01:00;2024-08-04T03:00:00+01:00;-0.873;7.017;4.948;4.718;-0.125;5.638;;-0.515;-3.58;-2.267;-1.803;5.088;9.386;3.785;2.299;4.801;2.213;-1.139;0.499;6.651;-2.325;;0.151;4.782;3.093
PM2.5;uur;�g/m�;2024-08-04T03:00:00+01:00;2024-08-04T04:00:00+01:00;-0.958;3.175;6.528;2.982;-3.134;7.517;;0.216;-2.053;-0.839;-0.501;2.584;5.548;3.786;2.185;4.401;1.751;-1.27;-2.875;3.563;-3.33;;-0.179;-0.757;1.815
PM2.5;uur;�g/m�;2024-08-04T04:00:00+01:00;2024-08-04T05:00:00+01:00;-1.046;0.696;5.082;6.511;-3.118;6.493;-1.016;-1.927;-2.874;-0.318;-0.276;4.214;1.262;10.484;0.736;2.614;1.564;2.976;-3.252;2.139;-2.082;;2.669;-1.448;-1.321
PM2.5;uur;�g/m�;2024-08-04T05:00:00+01:00;2024-08-04T06:00:00+01:00;0.496;2.77;5.507;1.702;-3.181;5.413;2.104;-1.534;-2.429;3.076;5.175;2.666;3.533;6.244;0.834;1.38;2.608;0.504;-2.034;7.923;-1.947;;6.549;4.675;-1.764
PM2.5;uur;�g/m�;2024-08-04T06:00:00+01:00;2024-08-04T07:00:00+01:00;-0.743;1.344;1.966;-0.392;-2.356;8.759;1.784;2.29;-0.316;2.604;5.553;1.577;3.368;2.518;0.241;0.879;2.539;2.956;1.07;5.763;-0.874;;3.599;4.702;-1.464
PM2.5;uur;�g/m�;2024-08-04T07:00:00+01:00;2024-08-04T08:00:00+01:00;2.489;6.576;0.596;5.989;7.367;8.147;6.385;3.457;2.776;-1.281;11.17;6.681;4.425;4.624;2.445;6.804;2.847;9.014;2.585;1.256;4.591;;4.805;6.849;-1.834
PM2.5;uur;�g/m�;2024-08-04T08:00:00+01:00;2024-08-04T09:00:00+01:00;4.495;2.249;5.018;11.375;5.922;7.589;6.16;4.368;3.775;2.128;6.898;6.061;6.611;6.904;6.89;6.387;4.039;10.493;3.334;6.409;5.158;;4.115;5.869;1.276
PM2.5;uur;�g/m�;2024-08-04T09:00:00+01:00;2024-08-04T10:00:00+01:00;4.239;-0.991;6.862;8.602;5.295;8.383;4.754;4.553;4.763;5.33;4.283;4.436;7.649;19;3.409;11.121;4.589;10.895;4.229;1.112;7.663;;2.403;4.25;1.777
PM2.5;uur;�g/m�;2024-08-04T10:00:00+01:00;2024-08-04T11:00:00+01:00;3.757;2.189;5.107;7.819;11.366;9.121;11.317;9.673;7.573;8.02;2.408;2.718;9.494;13.414;2.244;7.152;3.581;9.082;1.847;-1.371;3.662;;2.183;5.182;2.387
PM2.5;uur;�g/m�;2024-08-04T11:00:00+01:00;2024-08-04T12:00:00+01:00;5.717;6.509;8.308;11.444;9.219;9.014;14.56;10.96;5.6;3.645;4.949;4.534;6.694;8.808;8.916;6.449;3.869;7.023;4.296;15.452;10.219;-0.646;1.808;6.129;4.333
PM2.5;uur;�g/m�;2024-08-04T12:00:00+01:00;2024-08-04T13:00:00+01:00;9.798;5.886;9.229;10.729;9.994;11.042;7.442;9.764;5.81;2.394;11.954;6.861;5.327;6.672;6.356;9.837;5.842;3.799;2.836;7.023;8.474;3.503;-0.658;6.22;5.629
PM2.5;uur;�g/m�;2024-08-04T13:00:00+01:00;2024-08-04T14:00:00+01:00;9.504;4.926;8.808;13.727;8.231;9.925;13.953;7.082;9.317;9.739;12.914;9.259;13.198;5.918;10.082;9.905;8.935;6.526;0.499;8.25;9.464;3.618;2.732;6.032;7.632
PM2.5;uur;�g/m�;2024-08-04T14:00:00+01:00;2024-08-04T15:00:00+01:00;6.449;7.22;9.778;12.267;8.088;9.788;10.591;10.96;8.906;7.178;12.728;7.693;9.249;7.023;4.911;8.749;10.444;5.825;4.78;16.952;8.453;2.792;5.309;11.611;3.187
PM2.5;uur;�g/m�;2024-08-04T15:00:00+01:00;2024-08-04T16:00:00+01:00;8.749;6.05;7.874;10.552;7.412;10.856;16.54;12.11;4.943;5.757;9.464;10.003;4.432;3.482;7.613;10.699;5.613;5.784;5.156;14.335;10.376;6.227;4.627;7.676;0.274
PM2.5;uur;�g/m�;2024-08-04T16:00:00+01:00;2024-08-04T17:00:00+01:00;8.769;9.21;5.256;11.199;7.805;9.21;12.336;9.414;5.246;4.287;4.601;8.72;10.072;-0.584;8.029;9.974;5.312;7.402;3.272;10.474;6.294;6.977;4.928;4.77;3.357
PM2.5;uur;�g/m�;2024-08-04T17:00:00+01:00;2024-08-04T18:00:00+01:00;10.689;8.637;7.405;8.935;5.179;8.292;18.951;8.786;5.57;0.698;5.462;7.246;10.64;-0.607;7.314;6.915;9.582;4.434;5.096;16.226;7.441;3.774;6.972;12.463;4.599
PM2.5;uur;�g/m�;2024-08-04T18:00:00+01:00;2024-08-04T19:00:00+01:00;8.088;5.565;10.405;9.415;4.691;15.08;19.441;7.309;4.164;3.411;1.73;6.573;6.146;3.025;7.383;9.2;7.993;5.205;5.879;6.977;8.935;5.982;6.704;10.836;5.718
PM2.5;uur;�g/m�;2024-08-04T19:00:00+01:00;2024-08-04T20:00:00+01:00;8.053;8.632;10.072;4.696;5.761;8.818;14.854;13.09;1.926;5.472;-0.977;9.023;3.94;2.237;4.65;4.701;5.4;8.965;7.395;20.979;9.425;5.196;7.071;9.072;1.667
