Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10136;NL10138;NL10230;NL10240;NL10241;NL10247;NL10248;NL10404;NL10418;NL10444;NL10449;NL10450;NL10538;NL10636;NL10641;NL10643;NL10644;NL10738;NL10741;NL10742;NL10821;NL10934;NL10937;NL10938
PM2.5;uur;�g/m�;2024-04-03T13:00:00+01:00;2024-04-03T14:00:00+01:00;-1.247;;;2.34;-0.478;3.237;5.162;0.413;-2.809;0.975;13.061;4.232;7.025;4.205;0.934;4.881;3.424;9.239;1.781;7.527;-0.869;-0.532;3.343;2.958;4.444
PM2.5;uur;�g/m�;2024-04-03T14:00:00+01:00;2024-04-03T15:00:00+01:00;0.441;;;4.347;2.589;2.243;3.404;-1.443;2.953;7.095;8.559;1.777;7.276;4.33;0.695;7.466;4.599;8.456;1.892;10.699;-0.856;-0.75;1.028;3.088;3.69
PM2.5;uur;�g/m�;2024-04-03T15:00:00+01:00;2024-04-03T16:00:00+01:00;2.061;;;4.962;1.813;4.973;5.701;2.154;3.612;3.796;8.578;-0.91;5.88;3.676;1.12;9.749;5.846;5.119;2.063;13.296;1.012;2.459;0.382;4.764;0.609
PM2.5;uur;�g/m�;2024-04-03T16:00:00+01:00;2024-04-03T17:00:00+01:00;2.147;;;4.484;1.174;4.515;1.754;5.151;-0.161;-1.539;8.286;1.792;5.669;1.259;-0.599;8.242;4.312;7.214;1.853;6.532;2.484;1.135;3.851;2.663;0.223
PM2.5;uur;�g/m�;2024-04-03T17:00:00+01:00;2024-04-03T18:00:00+01:00;5.927;;;1.463;2.459;3.007;;4.417;-2.437;0.271;4.877;1.201;6.45;4.211;2.803;6.234;7.255;11.464;0.031;3.512;1.57;-1.287;3.149;2.453;1.718
PM2.5;uur;�g/m�;2024-04-03T18:00:00+01:00;2024-04-03T19:00:00+01:00;2.476;;;3.607;0.584;2.842;;0.698;-0.377;3.313;4.597;0.906;4.558;8.337;2.286;4.565;5.805;8.441;1.794;12.434;-0.053;0.712;0.847;2.762;2.546
PM2.5;uur;�g/m�;2024-04-03T19:00:00+01:00;2024-04-03T20:00:00+01:00;-1.466;;;4.963;-1.346;2.189;;-0.042;4.266;4.627;3.517;4.952;10.621;7.431;0.115;4.452;6.486;4.569;0.596;8.196;-2.877;0.167;0.863;4.213;1.553
PM2.5;uur;�g/m�;2024-04-03T20:00:00+01:00;2024-04-03T21:00:00+01:00;2.584;;;3.488;1.28;2.552;-3.945;2.892;5.94;3.923;6.369;5.558;10.944;9.278;-0.545;6.522;5.323;3.19;1.631;3.353;-0.48;0.177;-0.347;2.872;6.41
PM2.5;uur;�g/m�;2024-04-03T21:00:00+01:00;2024-04-03T22:00:00+01:00;3.108;;;3.592;1.313;5.963;9.141;4.349;3.866;4.965;5.966;3.454;9.886;7.257;6.365;11.669;4.365;8.48;2.115;13.933;1.428;2.682;2.608;0.365;5.371
PM2.5;uur;�g/m�;2024-04-03T22:00:00+01:00;2024-04-03T23:00:00+01:00;2.296;;;5.118;1.785;7.858;0.877;2.739;2.82;4.393;4.833;2.143;8.396;13.061;5.848;9.935;11.13;5.418;3.777;9.749;-0.701;0.649;3.767;-0.244;2.747
PM2.5;uur;�g/m�;2024-04-03T23:00:00+01:00;2024-04-04T00:00:00+01:00;3.069;;;6.624;3.066;5.507;-0.86;5.255;4.979;2.278;9.112;2.025;10.248;16.03;3.851;5.568;6.849;4.453;2.432;7.56;-1.754;-3.538;6.445;1.701;3.311
PM2.5;uur;�g/m�;2024-04-04T00:00:00+01:00;2024-04-04T01:00:00+01:00;8.643;-2.098;0.672;6.797;1.835;5.619;2.923;4.164;3.124;4.995;8.34;4.533;12.669;9.513;4.12;6.706;6.561;10.346;9.523;5.448;-2.818;-1.287;7.375;6.086;9.631
PM2.5;uur;�g/m�;2024-04-04T01:00:00+01:00;2024-04-04T02:00:00+01:00;6.875;-1.148;0.369;5.843;0.511;8.155;21.43;0.431;1.865;2.744;7.534;2.797;11.718;8.639;2.989;8.252;9.396;9.768;8.179;8.402;-0.384;-2.182;5.611;5.638;7.768
PM2.5;uur;�g/m�;2024-04-04T02:00:00+01:00;2024-04-04T03:00:00+01:00;7.547;-0.505;1.345;5.004;-1.322;5.684;-0.104;2.583;-0.239;0.401;6.461;1.644;5.928;10.327;2.076;8.657;6.295;9.582;7.135;6.873;2.422;;7.86;8.045;3.859
PM2.5;uur;�g/m�;2024-04-04T03:00:00+01:00;2024-04-04T04:00:00+01:00;7.586;1.424;0.639;3.923;-0.464;6.134;-1.536;3.641;2.657;4.291;5.006;1.124;3.528;7.087;0.58;5.701;3.187;10.072;4.086;9.798;3.308;;7.235;6.159;4.948
PM2.5;uur;�g/m�;2024-04-04T04:00:00+01:00;2024-04-04T05:00:00+01:00;4.168;-1.178;-0.652;0.983;2.096;3.78;-3.51;5.607;2.821;3.094;2.141;3.384;5.669;6.216;-0.116;4.195;3.661;7.384;2.865;7.843;4.043;;7.104;2.344;6.136
PM2.5;uur;�g/m�;2024-04-04T05:00:00+01:00;2024-04-04T06:00:00+01:00;2.044;-1.764;2.4;4.836;2.307;3.286;;4.136;-0.22;2.805;2.605;2.22;5.109;4.93;2.114;3.113;4.916;6.65;1.235;8.318;1.122;0.98;6.588;0.732;5.22
PM2.5;uur;�g/m�;2024-04-04T06:00:00+01:00;2024-04-04T07:00:00+01:00;2.848;5.34;-1.202;4.862;1.669;4.238;1.436;2.324;-0.966;3.052;3.87;-0.57;3.124;3.596;1.293;4.469;5.435;5.014;0.407;6.884;-0.21;1.633;6.373;2.039;1.433
PM2.5;uur;�g/m�;2024-04-04T07:00:00+01:00;2024-04-04T08:00:00+01:00;6.436;3.364;-2.647;3.967;1.904;2.38;1.289;0.548;-0.666;1.215;1.653;-0.688;2.111;4.667;-0.016;5.043;8.616;4.26;0.001;5.795;0.753;-1.511;2.864;2.301;-0.634
PM2.5;uur;�g/m�;2024-04-04T08:00:00+01:00;2024-04-04T09:00:00+01:00;3.293;1.412;-1.044;5.365;4.624;1.538;-4.108;1.208;2.25;1.002;2.416;-1.182;1.485;3.815;3.341;5.488;6.601;6.317;-1.151;4.756;3.86;-3.676;1.694;1.959;-1.439
PM2.5;uur;�g/m�;2024-04-04T09:00:00+01:00;2024-04-04T10:00:00+01:00;0.74;0.501;-1.334;6.422;5.356;4.087;;1.512;;1.249;2.961;-1.686;3.411;2.821;2.363;5.726;3.968;4.569;-0.483;10.131;0.222;-2.932;5.828;1.46;-2.689
PM2.5;uur;�g/m�;2024-04-04T10:00:00+01:00;2024-04-04T11:00:00+01:00;0.204;3.605;-1.992;3.321;1.582;6.667;;6.065;;0.012;7.796;-0.589;5.232;4.508;-1.609;11.013;5.039;10.562;2.448;9.611;0.895;-3.183;4.143;5.544;-2.405
PM2.5;uur;�g/m�;2024-04-04T11:00:00+01:00;2024-04-04T12:00:00+01:00;0.544;1.767;;4.564;-0.38;4.663;6.029;3.904;;4.573;9.278;0.543;6.58;6.231;0.147;7.352;5.014;14.649;3.666;5.109;1.615;-2.892;4.732;5.736;-2.035
PM2.5;uur;�g/m�;2024-04-04T12:00:00+01:00;2024-04-04T13:00:00+01:00;2.345;0.787;-3.656;6.459;1.178;5.03;3.486;3.756;7.436;8.264;13.835;4.436;13.424;7.366;4.173;17.275;3.875;14.374;3.878;6.249;4.919;-3.141;4.979;4.8;1.081
PM2.5;uur;�g/m�;2024-04-04T13:00:00+01:00;2024-04-04T14:00:00+01:00;2.537;1.673;-0.384;5.858;3.983;4.421;-0.362;4.739;10.611;9.749;9.337;9.19;10.278;5.743;3.152;7.536;7.692;12.669;7.088;13.561;5.246;-0.273;7.778;4.085;6.124
PM2.5;uur;�g/m�;2024-04-04T14:00:00+01:00;2024-04-04T15:00:00+01:00;-2.586;2.779;0.882;3.604;4.769;12.473;-3.008;3.414;8.769;12.208;19.343;7.239;11.669;8.476;3.977;15.129;9.308;10.337;11.905;8.56;5.526;5.932;5.468;6.213;3.788
PM2.5;uur;�g/m�;2024-04-04T15:00:00+01:00;2024-04-04T16:00:00+01:00;6.985;2.649;0.047;5.776;5.121;9.896;10.748;0.631;14.325;11.405;14.051;9.435;17.432;9.484;5.445;16.128;8.827;15.825;6.287;9.053;4.053;1.178;3.31;4.848;2.021
PM2.5;uur;�g/m�;2024-04-04T16:00:00+01:00;2024-04-04T17:00:00+01:00;6.863;2.642;0.016;11.728;9.553;12.708;3.835;6.597;12.885;10.297;20.597;8.974;14.943;11.395;5.214;9.994;9.935;9.445;5.798;12.777;10.111;-2.468;3.083;0.905;3.233
PM2.5;uur;�g/m�;2024-04-04T17:00:00+01:00;2024-04-04T18:00:00+01:00;8.414;4.275;2.46;14.08;8.369;10.787;15.687;10.53;12.914;15.883;10.523;14.472;17.383;6.765;7.013;19.372;9.778;13.169;9.768;14.982;11.179;3.331;3.12;-2.402;0.883
PM2.5;uur;�g/m�;2024-04-04T18:00:00+01:00;2024-04-04T19:00:00+01:00;10.65;5.643;1.374;7.129;8.39;15.139;-3.905;7.467;14.266;13.473;18.167;8.945;16.432;6.3;10.356;19.656;12.777;14.913;9.945;13.394;6.558;0.18;3.372;-0.568;0.361
PM2.5;uur;�g/m�;2024-04-04T19:00:00+01:00;2024-04-04T20:00:00+01:00;11.052;3.934;0.65;6.949;9.023;12.963;-1.251;6.892;12.738;12.277;14.217;5.082;18.755;8.066;9.611;14.061;11.023;12.091;9.866;11.17;9.504;-3.658;1.529;2.126;-1.079
PM2.5;uur;�g/m�;2024-04-04T20:00:00+01:00;2024-04-04T21:00:00+01:00;12.62;2.772;2.669;15.844;6.443;12.012;8.625;12.56;7.619;10.572;17.471;3.964;14.315;16.354;12.003;15.168;10.346;12.434;9.494;11.767;6.655;2.406;3.108;1.751;-2.466
